,account,token_account,quantity,percetange,value
126,ZRRBU3mDip7wCoaq9Z9Zg6aD4XAE21kCbB12u3EYJ55,FMfxAZqmtsRoFTyNJsxXVHKidzWtkEVQj3rvhJMkXDdu,"46,454.972337",0.004645%,"$47,457.62"
127,CHv2pJehFzYF71CisLmNaxfHUuCWaxuEjPYM99hYSmoC,F1k2rnZergKFMVyEejs2THySfQq6GLtMga7idJsmAgaj,"46,070.299701",0.004607%,"$47,064.64"
128,AQVBxfyseUrHRw2osb5cWjXbia56bDdQ2YFbugcKmACD,iNnbmTkpGCRsKGFU56bkhJz3VHsQwxXtKjTecWfcTTx,"45,879.590766",0.004587%,"$46,869.82"
129,8N4dNApjV54VZK2P8YQ7PiAegdaFDTrp39pdcvthcXWk,8dYrWUtWD3P1BsRzaLz9t1Rh8voV3TSU4GEREgHoLLER,"45,426.803369",0.004542%,"$46,407.26"
130,5bXd4ad5YxBgn6N1RUZCdP2hJ3nx9qP4LmFDwgBsRrwy,H1mh92xkKkhf3rN7foKMU2TUr1vGhM6C2Vpon8zHEMtL,"45,088.064783",0.004508%,"$46,061.21"
131,AqvJ5uwohf8qVeJzBczK2ziPKUSWYnAj3jxK1u5bEHvb,AmaGRiQ81FiqjtToioQgUxZTUKmd5Q7eGhWqTKpyJFi7,"43,803.277091",0.00438%,"$44,748.69"
132,DtUnQ6hjaTzPo3bXYE2rFDfG5hAanjaqkt6F1LiHjLtq,61k6cAg4SfHxFAA8zovLwCNbLKFHzWmePYQkct6qoCid,"43,718.707396",0.004371%,"$44,662.29"
133,HgE7rwRkfxKbtBfuERrQZvtpdhUEfJQnMQ4NMj4LZi8Z,CLnzxsaGjVXpfkxFNgiuKrSPUpARUaQtvEFpNJGepf6L,"43,684.969203",0.004368%,"$44,627.83"
134,FQGteuA5BDtep3PRzjGNaoBmbRQt4xdbQNiui4PqF9xn,Gf1V4gy9c3UzmjjeqiDdN7yy8BRjVVqwRYAVqADDyNBk,"42,571.79092",0.004257%,"$43,490.62"
135,HWXnn5GByxY9XMBjqPEM3rHcUS26f3gTLLZwh8Lj25af,3x1ha4XHKVeZagjFBdffu3w46raxgk1TUptagDdpFaFm,"42,289.005532",0.004228%,"$43,201.74"
136,4p1SpAduAQgKN8zERavtwCAiLMWdANCUXo89MoVVQm6z,7wiswUGNsEwSP4xsfA5WezoNd7FyMzPv9DBDkntwzf57,"41,884.401208",0.004188%,"$42,788.4"
137,87SsWJLSXH5vuQtFa9QKjopZexT4F1xNdPNobzKR1pLs,HkUty4AMoUYQnFAmUpv2G5H159dyb7tGQuwhxEjCTJN2,"41,223.355694",0.004122%,"$42,113.09"
138,3DGbTfZwr4C49QsPjEvp5wcVwFULSxxUqGPUsEM4c8BD,7h4RSBq7RGjyp6WPYbSsDb23qNijH5kUorqpQZv4jHfm,"40,916.34487",0.004091%,"$41,799.45"
139,C6jpMwu3sovBJy5o85b8hzHsZWyQB9mLTacgBFw4B46R,F4sPjPKuDEy5sNKATA6W73p99BkcSegL5dAcsZ49LoS7,"40,000",0.004%,"$40,863.33"
140,3WZGQZU4ZToXKr6e18Ua6MmULxgnhiyNh3vuKq49pPuK,99dnkS5RX3DypeC1imKfiZZm68sTDnG6gYLqRmgyVm57,"39,380.207145",0.003938%,"$40,230.16"
141,HBpiQJYiMGGMbtcdyzGboHx7EcZ2qqGGAgntLmegfjb9,DhGGjLfA5zgZzzzLrUmnrzQj6B8vRALAJSoy7TXPTy3,"38,445.183075",0.003844%,"$39,274.95"
142,Emin5sgMJA82GfgpZfhYm5HFJ9YTE7iyGUkBWvLKHktC,GVd3xy2evtW44L7Zfb78Aoyvo6n77Pro71PXJeNjUdhB,"38,359.347947",0.003835%,"$39,187.26"
143,5rM1kNaRyX2bEFEMnfFKLdsxpQSJhY9X3SqXPxEzuX3F,EqgCF9QgcHehU8PKgUTWTWkN8Re8q1M5J1tp8dDwjJEh,"38,204.831204",0.00382%,"$39,029.41"
144,AA8PWwT53gH9qZrY3nhzWpHHVn9CUVRryHsbn3DZ6mzP,3pE2Rt5m44rvwvhuGp1GSdrFmcKASUsmCdcLVujcFzW2,"37,858.53167",0.003785%,"$38,675.64"
145,BhoSG4fAqPX8QUcUzkZfU69LThk4kbNAn7X9uRsQbpQD,Gyy97K7KSWPyupvdRXQyibf8ii7xCprJVjRm6aGYFGg1,"37,840.298238",0.003784%,"$38,657.01"
146,2YSr7wTSgdh4BvHnhQYqZCVTZBrztoWtv56eFoTvNCtF,A2T65pYYYg3cYKM2Vkb2AfQremrCnX5WhdDAGsxPVmDG,"37,635.257422",0.003763%,"$38,447.54"
147,AWX2Ja9XAfynzk4WnRe8BRZCHfgMTmpTCiwJJG5fDTvm,D2cynmrJky3J41VDpJa6r5wddqxhvHwZMC9fa6pxuUZ5,"37,615.793733",0.003761%,"$38,427.66"
148,CTb1tqfCSBKmyGEka7Bo6oPbxnfZzABvJK29ys49x7FD,87aTGmrEtwbGsqaZ2UfueJ8FGHvxWSqMbRBK61jPW5P6,"37,456.13423",0.003745%,"$38,264.56"
149,6gBVjPnCz38p4J8L4XfgKyHxrNXDZ5KDXUHFT2PGZqrk,3GfG6FPYkTkT6c5bnmRJpno6moBCRpjxSF1aE5BsvMC7,"37,105.073123",0.00371%,"$37,905.92"
150,FaSruv388BEUZGMZQURVPUthMDVe4TPGs7m8RWVMkAA4,c7XauNN8TjLF8m6QCiZRLTqtZFhcpf8hUEH7dXbQ13L,"37,017.884186",0.003701%,"$37,816.85"
151,8kT7GCfaYKoff1qotd9bmB4codoLNVTWYUFXCvNgeA72,BR9xpsQ5r33wvFtBtb1S2fM3UUdRMv4K2qa3FtGgS2sd,"36,964.913088",0.003696%,"$37,762.73"
152,Cd2xq19zeQb4hPFZVW8msWrWis9qRb8iKKY9Z6VxCv5x,DdznHLvWyT7sYFHKigFMnwhbSHwyvYu9cYUdpwmqt4mm,"36,106.722751",0.00361%,"$36,886.02"
153,HPkQu4osTzt3reYjYX8CHufGCGgHesc7PqG6WdhcY4p9,TiURw4cp2WyPbKhQP6c2aNUGECmbMhQDCLsfK6tXcb7,"36,025.93647",0.003602%,"$36,803.49"
154,F8hpgvx3FNQWfuRhwKfHqwGypEFBHJsZiT5sxMBaZsY5,GfHez5xX6dzCyZ3NFCxKHMDeAa4GmpjNbGZ73AnyD9yP,"36,000",0.0036%,"$36,776.99"
155,6shoCS79KGaiRo44KjopzzARbEfbsPRtxWGjQfBwNKB8,5pVaEProBaL7rXPzNAR69PCBFopFp67YEgog1YwK2uS8,"35,764.389991",0.003576%,"$36,536.3"
156,4RnA51UeFSbX9mENvGk7Fm6TYfxpt6R2UXZhhgjsvzh9,4FydyQ9bG1eCRW4zyJYuv2gpLpzg7PFnpvQZzro1koMn,"35,664.3126",0.003566%,"$36,434.06"
157,7wVEEg3X3vPFEKfQGLANMEndN3zSvzXBQS8TGLzxZ9mz,AnoheYqCdUyoCFZkhNYxqhXRffkrmSpVdreyGSS8tNoq,"35,523.71777",0.003552%,"$36,290.43"
158,2LtnPAT3A62C8XVqXLoVELCJXs68wEqCvMwJMLnHG7E9,GpE9zg37sWqTNqaBazuCpVBZBcCXEFRn3e1WtkMFqC8Z,"35,100.075987",0.00351%,"$35,857.65"
159,9tsdR5mzay8YxdrkaUFMzw7uZH97asVEny3pcU3Edp4s,4qMivBTZMq32EuiYeNHVBtgxZuNu9FY1Me2fM6nqP7sZ,"35,024.434336",0.003502%,"$35,780.37"
160,82GKUFgMTw94ZmVTk9CMKDJead6DBQ8YqmsGemYVGFWc,B8vheAvJpXZfPaLDbSzVzmxkFjK3fLEkxvnshAUheMm2,"34,879.394235",0.003487%,"$35,632.2"
161,FHnvjTMvGz4BtqHpkTnaMi4wgTjzRWzotMwgHQv9T2qE,7pdnfnASa1S3CfrQRW7VswhpzwTr1iKPGrSTrryhrzD8,"34,551.600873",0.003455%,"$35,297.33"
162,J5y1DQc2ExQtsdpHG4d6L7jn8cHtWBiJAmdUNzhZsG7x,3s9FXCa7awAiDgNXakDHrigsHb1J6Ms2Btd3Dx9dETTL,"33,594.721233",0.003359%,"$34,319.8"
163,GpMZbSM2GgvTKHJirzeGfMFoaZ8UR2X7F4v8vHTvxFbL,HRmQuiNgKBN1TowSoWwuC7M4EpGRZj7ymGv43ooynkxp,"33,540.737838",0.003354%,"$34,264.65"
164,Gbx9DBDS5xcowj47u6Cp1g5k5d33bfSajz2NtpBCr7WV,DjgpxUJxtziLpy7P8ieCuXoA6yKXbroBu6z6Se7oDu3L,"33,052.993584",0.003305%,"$33,766.38"
165,B668hzBf8Jxnk5RR2NK1Gf8ZEWcFzsthW5ushHTrtpJL,8PfAP4GMuASrDUvDQ3NVMDoEqXd5Ma2X6bfJPLnCxS59,"32,630.882737",0.003263%,"$33,335.16"
166,B9zCFp33hdV5NDs8cJGw4GDt5ZZ1oe4MYAu1pnFESAGH,9aQKH4XyHwbon5ZW4fi9tTEaf3RBWRmEouWfc92ZfwQP,"32,394.386409",0.003239%,"$33,093.56"
167,ExTRqfSij77AR7VUpHJswbYro3qqP3qxedW3aW2WeGKW,5WU9qewGjkhZVUNqCtayqf32xHXf896KYWXdr3CAZq2H,"31,444.857466",0.003144%,"$32,123.54"
168,P3BSKpoDFx7i9ioLchg7XZXGWATz1McaNy9t7oDo7LF,8kkzv5Vs6fesJXDRtq2rGtpfGABXCwqXkqBk4BjebJa8,"31,127.685231",0.003112%,"$31,799.52"
169,PFpbyg2ju9h1GTHifafiV6Vve2movTYWtdmtpMdFuPv,C3PP5AMXhczQ5TJcCw2mNAn3EwoRdXhGcaeBd7CbCKeR,"31,003.871948",0.0031%,"$31,673.03"
170,HFV5TCzcshNVchVSXP7qE33eCmMb2UKd83zi41o5XLYi,DDrpuGYxC6L97b35TqsiGajgthqpAHT4bEqLPUxzGp82,"30,681.742062",0.003068%,"$31,343.95"
171,J76NMWANWxFrCjhCFDz9dZxAtDoCcUb54sVnykeDbkMg,4RbhwdzZc7qftLvC5nsy86vh4vkhA9BSXxC7MoJ6SFif,"30,636.024554",0.003063%,"$31,297.25"
172,5bFi2MNTzcSwPg3Hy5rb5db6Nr9g5qtNwJnTfE4Kb9iS,G9E9U1DFe1dQkMiYRXxP4rUUKKx561Um65ai3ynbfYej,"30,529.00433",0.003052%,"$31,187.92"
173,837F8kRh7R9vdss4jz5mAZYbQJJtSqJfLiKJL5gxr6X2,6mHbaoBBxSWphXytxzMz34GEMMSS6AsEwguvtf5buaHP,"30,302.041184",0.00303%,"$30,956.05"
174,34FfD7MKrKsXjdkTPsdCCWEDjHCxDPEDYh61XEU6uimR,8nHPHmjaZuaJj8qyo9ncFoQgDyazt3pL7aYTw1zum6me,"30,249.123317",0.003024%,"$30,901.99"
175,6auH4YPCAkcqtSjjqspmDxEjbdzQBySbviAMEEgGfWXp,A45bGTDT3wqP9aamA8thhnNz9gngw7GXyRR1E51QVaT1,"30,000",0.003%,"$30,647.49"
176,HQcn8HMg6usy7nGnQgws3j8P3DocjgZGxPQzVdkiKjL,AyTWVvGyW991pzFyvFc3f1Peu4swH2xp7qEmarChtdQF,"29,881.532735",0.002988%,"$30,526.47"
177,A21EMwP4rExqykfg7kLpW6EvSeD9aTKbCH6SWQwqivv3,5ZoKiynxv7Gb1rLXW42yGXAXJe3zmHjvwGvG1rw1HrvQ,"29,407.200185",0.00294%,"$30,041.9"
178,8ifWUEtwoc77kAaqKfvdwPfXKLFVYNVQTsPwhhC6kmAj,5SDT41oyMX9yBzM5eFq9QK3rqQH3434iztAHcAHuWB9N,"29,404.592019",0.00294%,"$30,039.23"
179,AWPmgAr6xDJUhCa2Wxna5gd14UT98hicTXdow9XkYnNX,46ajpMiqLfX1uebMrMWBVvfqR9iJcRccHghhdZi6cbwK,"29,346.411404",0.002934%,"$29,979.8"
180,GTTZVCG6dTTqumG17ysceNax3JdqVwx8s6e4fcDLdZhp,5FP3yynfJ3EX2Cp6dvFh8DSENyN6zNMbsMX7cCgReamj,"29,155.05754",0.002915%,"$29,784.31"
181,aYZX9MSE9GRfoJtUGVnK1VyN3vD7wJiuKKYSxoakUVS,BV8JBkX1xzfJWq4xUBYZkZTq9YcNZgPoxbxCe3KPyRF2,"29,056.99799",0.002905%,"$29,684.14"
182,CFrS1jBP5FdQ7mxW2Y9kifrzHhBXAEmUTLdcLqNDbnRa,DCNxzh2GJteDzTH24u65LYnVSx5sFrdufBhaH7C1aFEr,"28,911.552926",0.002891%,"$29,535.55"
183,3XoUvPJFZ21KeVQBWVDVJP7nQtQvDRvW5n2Mw3wnb5w8,GhMJD7T7L6MJnTcsUfrCwiv2UJTnz6jtGmVC38PrFQ8Z,"28,599.942256",0.002859%,"$29,217.22"
184,4yG3nKCLgYYTnU37jEUrBXjxSCGnAxq3XZUjoP91mFbg,D2xQ1nacdPU244zRsTd4zFr3gPPw24381p976urzxvST,"28,357.342974",0.002835%,"$28,969.38"
185,9fdx1cMJNTB2oerP1DcZuWkU4JPvySWPtrJcWmKmujo4,534h7bCRgpX4jb2p9rRkzYhstQAjf28Ef9SNbBbiL7QZ,"28,067.267498",0.002806%,"$28,673.05"
186,GUZHvFofZhYaMpuq5zgs6xGTkj9G1RD6V9SaZDcpNmtS,bKrVuutYMTZA7RdZUhEiuUBskrZehVw8YYWeoA56YmM,"27,970.96115",0.002797%,"$28,574.66"
187,3ZrqCEUvPd2iZbhiEQz1cbx8MTyeKhqEFgipJi9D942G,3WEKS7VvYYBdU2M9w2ASimwmXr5avoUEDHMwMHtsMErZ,"27,881.233405",0.002788%,"$28,483"
188,8YbB1WL2MDAo7tvsBD2MHX1ZH2kVZaxgdK8iEAQJaMJP,6TZN5S9o1hjZ7jrGoq3h5UXdivk1n9rZz56nY4Uttcau,"27,805.602544",0.00278%,"$28,405.73"
189,8e7c7RSVHrSwJ9c9FszDbUwjRGMVn6yk69jCq1L8c6mH,HyWCAH1kXzgYGZ78dN8LVg5Hb2gFRbXasvAciL89AFnf,"27,759.728167",0.002775%,"$28,358.87"
190,DBPmqYdXi66A8Eq7nPkJHL5Q9rriLGkj6ioiNaYhC4Rg,GVopyVrXnXfxaA9xXcz32bcYaTzkzod2PW7g8HkCfDsX,"27,712.736515",0.002771%,"$28,310.86"
191,3mvPMGdQDkD8dSPCV8wQLsjov2ZdxQR6NbQPDbkuW9JT,H3KCR7C3wWDEXfVdHy15bdTUJBi8HMwGgR5t63nBAWTX,"27,418.850864",0.002741%,"$28,010.63"
192,5zkCP2WgBPuFfNfnF84SQujQLttGdRoMk3EzVvdDWLtx,Etr5aMkhKLk5mhzHtmf6tWp1dVBigAKf8ZcpeKpJvCqc,"27,305.004435",0.00273%,"$27,894.33"
193,Gk5PyMHfYDyDomzfzscgUhVoFyC7BS4b3Sb8WNX4xnVQ,AZrtLsrnkAEaFcNG3ch6DEHfLCqyPZptZbzgaSZfviUG,"27,127.389724",0.002712%,"$27,712.88"
194,xzaE4ERFDDZzZSkGfXhB9riSE7MeWA2rWSAJH8wxSqL,3cQpdZj8yotVAxXmb3mbafmNbo5xaVudvU4EbVqSkPd6,"26,943.640245",0.002694%,"$27,525.17"
195,38yKucxYc2rz4eCavQP1jaWoE6orxVybkoj9mnyx4vyC,CFfG7xU4SpnmF8smHJ3rgR5G5z5dohueQaXyo6sgnmQR,"26,664.998766",0.002666%,"$27,240.51"
196,3F6DD9RL18kAyY9qdVmAdAL2gvT588yeGSWNfRGfnAha,BsdRRaAC6uKeiwsEdufJQyvoEuernUNANVuHLUmyB6Ai,"26,593.451391",0.002659%,"$27,167.42"
197,3116A26Y7aX9ASyNLrxyG1BVuJtFNGbK1Sj8trcPbWyV,HXRrpJ8RaaVnGP5TnM2vQxrHuuBWAp2VGND5qRDFWnWT,"26,214.945742",0.002621%,"$26,780.74"
198,ESjJqSCKvEYYD9vs1p9pgFWKsN46bvYFAdyr2VR13y5o,3cwTFuM5HJed7FfcnyBfzM7VejxwdvKnEM97WMF5Y1F1,"26,135.252915",0.002613%,"$26,699.33"
199,4nMFUypZUGDmRXgaXgGtCqfsn7QxAN8UnNQpqXcMafCs,HjCiwoaurkqcetKiWiR2K5q65fRQEAwtmhnp2S1XHpft,"25,992.056374",0.002599%,"$26,553.04"
200,GqVjrLwPqs2HhNr7oQMKsdf6Qb8XD9uTc3of7mL7cknK,GomrzrwC3fmRb5u2nAmcThyMBxyy3yBxag8KURQHedh1,"25,875.087101",0.002587%,"$26,433.55"
201,6J1FhcJ7jpqL6KFt1YZ4UXQvCB9PUVntKseGCcw4miPL,AhyysQYM3gxyyJGR8nc8N1Lr4o1sv7qdCHoKWUzaMJj8,"25,628.562752",0.002562%,"$26,181.71"
202,BYnJkqF9YfzkDHcSpRgKD8WGyLhp32Yrk4CkGAHLZTFc,CYpEoiL7NWV5N5SWg1BKEeeENSY2WupcY7AhMDccdTM6,"25,540.801736",0.002554%,"$26,092.05"
203,CpGKzrGhd8pmXLSxnhVffhZBS3Ue5uJaKYpWNPpBtCr7,AfAGFo2rtQau3bmmBsHZE9M63Ld7WZasDQBYG58MbQBn,"25,401.734884",0.00254%,"$25,949.98"
204,2JfTv3iXok4JBKUPLf5QDzEqxXMtyg8HWqjiGYytH6W2,FougwYV8ucpYBMoKfeE5bXKAaY5rXb6airPKV5ed34tK,"25,356.189569",0.002535%,"$25,903.45"
205,12bzbUttLdzZdYXWUC15ZULe9BHYBfLRhA7bUJuLZ9xL,CNyMDyFEc3J7vRsF4oEnV8oKk3B68Zm8VeJb1P32aJZX,"25,163.92675",0.002516%,"$25,707.04"
206,9mhknuPaxKJf1YeFDS6TL4b9EDTPUWVAFPPhkPXUt4ak,C9hF7a8qDfKTyrGeet4j8eAwQ9bb74x21Ucf98Fx6zah,"24,801.87696",0.00248%,"$25,337.18"
207,EgUqvzvVmztHyURza1aMnKN4WCHe7qf2s5GcvMkBSM31,4rpjmzkPizMQajGJkMDMs5j6yMK4iXQjzhgnVQVdMWda,"24,715.640615",0.002471%,"$25,249.08"
208,9HqHcf9JNU353NQEGU1J1Tu61Hssu18P9XqqTXJW9GGi,EJ6whEGLdCv6beGewf8SSqLZdcykbshp8x86AoVdyj26,"24,581.836735",0.002458%,"$25,112.39"
209,FJkoCFyXt61tx8w8g7Licwhqh6EzNW2MZDK8mWMutGWx,8o4xqKYCMMvH2FXESRYavuFe58uswiS5p6zk6nH67rAQ,"24,464.104966",0.002446%,"$24,992.12"
210,472ARXag3jxjmoxqcws2SGMuKuQQ8XTDY1e19GAwngGF,AGGJzZXm6JGACo4cEdogHqavyzNEA2La1XG1STLtwECk,"24,179.742254",0.002417%,"$24,701.62"
211,HtXM7ycABeDT33E9rZfaGMjD52XiYjUbap2ALv5dzEd4,9Ktnin64hCbsGVFwGKVE8CMXTbfifiwGfZLLWWFDvwsh,"24,037.412404",0.002403%,"$24,556.21"
212,8NXxPC78XDpgxwG78sfXMunR1GmyZ9USwxVoMS4EVTZV,9SvT511FT4Uz7rWHULRpvkhp8DqdapHZUpNS6QA9aQkS,"24,000.104185",0.0024%,"$24,518.1"
213,5ZbMGHkovqTzMw7anuwY94F7UnpV4BYrYoGuzn9XGEbA,2kpMPAn976xbuZnPPZoEEQnWtnAcnQGuouueRLVGEwFQ,"23,806.64643",0.00238%,"$24,320.47"
214,4TBpprPDdSqvyUwitWFJx1jsaHnqDMzpovptsLYc6zvc,8Vy4kxScCJUJFoLbq1As1Crte2F4AYRPqh6QYgZTzbDG,"23,461.839",0.002346%,"$23,968.22"
215,AhswWYAUuBWvmuoK3VpodVVoYZBVCUKeVMcKZUJYahY4,6ZGpH6q34qR3btB2cq9Xf2PGVPy6WJHBtKXcpi3GQGUm,"23,420.489543",0.002342%,"$23,925.98"
216,C9thsBw8dj4CtLJusoAJUH1ZWbDvtYX8MXrpCVxz5meM,9pDJVACcrr5SDfjAQ5j7mM8ZyAw11yeb4Y3SDjkoACQA,"23,408.643929",0.00234%,"$23,913.87"
217,FGPVD96vEEzqXtLbG4vTdpCb6hJCqZb3VW1ixJjBPwWa,7eq2bAnYUAfnEhVZChXw6WdFq71XPHM3wSG8oiV9n9Z6,"23,302.56934",0.00233%,"$23,805.51"
218,23nbe7BzttymJxjxCSEuHxL7m9KMAbjREkwhRgMb1Mit,CTkBAUNgAY15FffiCX48omC6x4NKTHGZHF1m6ZFGgoA7,"23,156.941214",0.002315%,"$23,656.74"
219,DTxWNSCoUKvdRNtgXmJipEEC5AQWEB1TMnWtosRH4w75,8EAFF1yoqw9SNKUemFSZ9xUbTb32WzcGjwvJ4MQ8dmrD,"23,114.954373",0.002311%,"$23,613.85"
220,7QU9Kc51fkVR19cvZFMt3LNGodvw7E6GDsfH6uxTzs8E,Bh6ZPSxzE9LGs8rXjXkJtRPBoGQAkLXcUzxdgZfHh1it,"23,056.648215",0.002305%,"$23,554.28"
221,EtxG31v7iH8mVRbgAQMnQgxPtzqE6E4cmMKwVkkLBip3,Eg3RTJ9i5G7TeWVYmADJRRM6s9Mpty2WpRS6wfBo8SbD,"23,042.289937",0.002304%,"$23,539.61"
222,CFpCLFzBYzjRMPSbytJFG7FuBfs3AkN4J6DiZEjKQPsK,6xBNtyMc9m1Dd99vKxYe1aNbwvcNWxE73hYvmovgjju1,"23,030.312353",0.002303%,"$23,527.38"
223,Ea28XVzjQTDXwbhMyaP1RCJ4eR5WP94sK9uoRDQtbwuY,QoGFFiHqUVTR1FHE1XP6KVNG2aWMsuUJ74Aa3AbTPa8,"22,840.725253",0.002284%,"$23,333.7"
224,3EJNmUZch69RbM4v8MSoeqANpm6DAmzE9SZE5P3NNZfT,2es7zQq76Sn1FnMq9p9pZbYFBxaCRUmjYG1k58iXAo9t,"22,839.776007",0.002283%,"$23,332.73"
225,GqAetBmTf1GHU62QDDBz9nNRg8dpEAnBS5os6LouXsKx,DW68NH3RY3LEtRzqGaX1EnhTiKAUiVZw8K3cznDdEA2r,"22,728.420533",0.002272%,"$23,218.97"
226,Ac4VanpEPAPqrk7x3JFFJ9W7HKbhHNCYdmpHoZ6hur5g,9zqfzBHjFMKyWa3w8tBHw5k3E7mx3sMieZ21dP6vAQ1k,"22,658.585379",0.002265%,"$23,147.63"
227,5bEyamZ8vMAfEaVLvRTP8sqesMWDsDtNvM1Fa6MRB4Ru,F9WS2E5Zov6cJzoMjQKYhUxer23k62S68Vv2RhuWBoqP,"22,643.607882",0.002264%,"$23,132.33"
228,AAR7mf8dLCEm4DQTPy5uqgkeXD8mYaXPq2RHkeGUkanH,DTuWd7DUvKEnaTucMZFviriAmpYnoEAjfxR71XT6knYm,"22,615.002129",0.002261%,"$23,103.1"
229,38CqBYgLDDW5GTKVbr8ADTHqwYPoYA52f2FUAF8yieJB,Av7LnA3FpoUqzuCLQEX7YRSXDpmExHTSv9Jmx34wKttq,"22,547.531409",0.002254%,"$23,034.18"
230,HY4RTQmXCPbG38U7VAGRtjnaEnS4sMp7oXDeVfpSoyqF,ACsk3hWeKLJ7AZqjSRWoPT2Ze7r3PXvfo8go98YuQyEV,"22,372.970772",0.002237%,"$22,855.85"
231,G2dnxhPsJRE7oCtcvkvR4uqTcFSJXsWM2NMdVPNJqPgc,4eywP14JCCGTqk6Btj2iqhUkm9qE7K6MWfAL8Xzip2WC,"22,364.121905",0.002236%,"$22,846.81"
232,Cdhxwq3DXD2c8Zp7T4TZCTCk7H8rhx28C74ZVBRsg1Y8,EBfNsYRFTXVHdU8zbukZCzdGpMkebbeeS5Vot7efgxTN,"22,325.772295",0.002232%,"$22,807.63"
233,4Hs9dXSY4StzbELBAAymMQuoriDdihRKRtgbXYXk7Gfz,qPtncMZ9KLs64tutq1Epf617U7A9xmKCXGcUgfkzM4N,"22,304.676462",0.00223%,"$22,786.08"
234,DZmEj9x3GfFtZwJkVZ1qwiywJKyuUBiY9eroLcUn29nz,Hq5cYhdncXjzCseBB6ZjLwZiy9gWaYHVZeuGJPPEPgdb,"22,296.663161",0.002229%,"$22,777.89"
235,EzLHEhUUC6zLDYa365q7rcArQEBzJDYyDyn9QLbGjL8h,2mKsyMKAEmXHmnx83YritkMzPsVmvsktyae9Vpgcge8h,"22,213.834538",0.002221%,"$22,693.28"
236,5sTKcLTaTUZF632oSTWHgEVnqwMQZ77XfFWHGXRxkgDm,DGNg5hsstfVowGZdeb5purzsjZxuXFXb9XrupvUWT4ds,"22,152.713971",0.002215%,"$22,630.84"
237,C3d6GcXo1QrwNHAVJWjPjTGHbq7b6xM4ezEgZthMnype,EWyKB35MNmfh7xv7miuxP31JTuLcjgdBPKbym571rGBu,"22,102.194202",0.00221%,"$22,579.23"
238,8SrFg2UA24JhkzHbw4ghopdtyb9hSbifo2Y859YVMjB4,34Q9o3jw4RSSNW62AQqkN4Q9heEWTigpYs3chnkLZumE,"22,036.094207",0.002203%,"$22,511.7"
239,2qZeDWN1CaV3eD6pbsw5QEnjHapawYKCBcXuY85m9u7x,5CtXo65vfD1zcvomsqbVVVp5m4pQ4an7FnHXJh5rmbWN,"21,861.511789",0.002186%,"$22,333.35"
240,29RnGAbrtvdeBeqCh9wKJ43TJyh8m4dxxP9Mm7XP7qQ9,AHaSnvA9R6nvVcZ12jBDWpnLfefMHYBLNw5Q4pGkLgp9,"21,353.938454",0.002135%,"$21,814.82"
241,6c1ykpKcXEbYenkxTdLsnbHKk7QF3bnoQLq8HRangQ9L,DiXu5bh2tkfTjkRsuaBwyq8jfEsdFQn6epszrgxbqMRy,"21,230.26756",0.002123%,"$21,688.48"
242,CEMMVMX9HxbfeshBtidpP54o8CwCPRGS18fEtktJ9r7j,DcLKK2GSxMZdPqnTjnqjbwkJRoJAxE1ohEXten4uNe5G,"21,158.992789",0.002115%,"$21,615.67"
243,2JbbWdLYWF3MkVaauJvhK41BrDT5WcDr1GL63CEQiiTr,3o3wggnaEkYpkkfUkuzoEEzdmRDGVRntp2D6VaC2GyhP,"21,118.481594",0.002111%,"$21,574.28"
244,EUgjPQexjayD7oxcbzRaZNzbK8PMtvLSWytWEp8ivD7h,J5mtxiDQmLKVnq2z3vpgfscNHWA2cPYv6SB9xzQGc6ET,"20,980.376051",0.002098%,"$21,433.2"
245,K5T8biYTKfEymiCBoXtptwqFifomP5CNNdcVpPpPZay,6Qtbr98BRwgQU2BWrWipW6G2TS3zTdAmvQqm6aJM5L3U,"20,903.618047",0.00209%,"$21,354.78"
246,82pmZFSMthwUNa2XUkLsac6DXhnJ3TbvbfWbXFoivLvq,7L4w9mp5F9rssjiE3X53ADivfd8DD1C4SM3U41HHYkHf,"20,797.173344",0.002079%,"$21,246.04"
247,5VH8H7fJrjjjmvcooE279y7EhU8ANqVdD9b75Edxpch2,4gtXsJNWiRKWBTp2inmrjDtyPoZ6mn5n1Xft8mh8yhqV,"20,408.130342",0.00204%,"$20,848.6"
248,4TqxExoKVZKTW73ajKig2BZ7BMENyTTwMSo2AAQ3XAvC,8jVf5dVg31X6PB92Vks1Yfbztioqv4dGJUtTpnU89E3L,"20,404.882557",0.00204%,"$20,845.28"
249,FqiSrYBkKcjuTE1Lufmt5XVzk7gb6AaXeECFZs1Godm8,EGxZDyjCY95MW8QsZYT3eQjVQPpKcnZ4vpVYhL9nALsE,"20,402.052972",0.00204%,"$20,842.39"
250,7hV6ipEZUYqKEqQ3p71Z1EH85W8mHk9bqLWEcrjSbKcE,F59YkTAS6QyjaRC15XEpaNJ8QGfF58em7y3bJrP1GonJ,"20,389.865875",0.002038%,"$20,829.94"
251,4JXfMDzgPau2jhdox1PtpoDmK1ophjNGgKrysu2w85jW,DzkmAxZcvGMf7UPFtUHXXvPXfBZLjyV1YhJxrTnE3w9o,"20,148.234181",0.002014%,"$20,583.09"
