,account,token_account,quantity,percetange,value
252,9Nu6pJtgsJj4uGodUFinU92J3t83nPZuxu35LH8hd254,8b3ACGZjZyPQokcmLTJoGNFpejbvLsWB3HGMwnfpNJ37,"20,046.821373",0.002004%,"$20,479.49"
253,6aqvkoBQoBwKr7Uw8Z5HakYfAGnVLdrRUBvY8tVQdjuT,4A9eRNjrpKhM7sks6ZeHQtdbaZA6mxuzYgSs6vK8ETuN,"19,971.48663",0.001997%,"$20,402.53"
254,3g6NwaxseSMjcm8zbF647zeEdZNs3QPUhQwG9U8k4Gi5,3vnBzqKtBZf3nRAJsyMhrDuTS1evxfNc7naZbaW4H9Yz,"19,961.587821",0.001996%,"$20,392.42"
255,J1dHwpKBs8Jo4n7jWEJWwMGNH2DJQnApBFPnnYXg74v7,5JjAKr7Zc986Dg4WnWSXpqaqHPd444KZBpVciAqeyNLM,"19,769.136146",0.001976%,"$20,195.81"
256,4oSswsgjs9SscD4r4dva9gP5vA6jwfCa4qsMmDWVaKQD,2y4xpoQq9TCrpE6z5PmZDgKggv4gxFSBQArVGvnXGTZ9,"19,671.760811",0.001967%,"$20,096.34"
257,9Vpg55i5NLd8Fmghe9tqvMYhEVM3WWqYFSy4PVypwzjA,2SUAKmFhDJgbeaAvez1J7T29XiFpXV5712zuwy71zU5e,"19,598.334661",0.001959%,"$20,021.33"
258,8mifLuXgbs6EjDjoAviW3oMusgAivbYCEPwbnBFhTdYq,9cDtnRG929HVRH6ohYThUXUKwJAfd3wajrwhkYyg4Kai,"19,489.477786",0.001948%,"$19,910.12"
259,FRvsPL4Hm8kic58swZAfAfQqjWS1zHTAk9fsJ38uXkH7,6as6YbXGUEQ4sMmJmX58Q32Wkpg4oxBpZF1oVwDNWiqe,"19,461.026099",0.001946%,"$19,881.05"
260,4MyYAC21xTGVELzn3ruxxYzP6zHHMomBi8tNEn48Rdcb,BPv7JDgxcWCHiA7JFH6W513YtiHuB2GzueUGB7tMRU4p,"19,333.294856",0.001933%,"$19,750.57"
261,GLCpohERyWBYwof6yHyMzjwnzDCj5kmdiyNBVoEWpD76,UwkXptBseSwUC5GCwJGZ2Z289zf97tps7aUKaprx7KM,"19,301.507721",0.00193%,"$19,718.09"
262,6WkxK1x2eXhBcAK8kqDg5zsdb6V4LqDkiTY3eK7YecQb,7SdmUC6APSLsryu8y335ER9yCgiNAkyiZn4e7dtj2U55,"19,262.068397",0.001926%,"$19,677.8"
263,3pAq4Gm9uVzucjuiJUcfnDEg6u2tdiwaf945pJdeXjUm,6XAgd8BC2fV8FGVJsj4XfvEg7bYSBxe7UDepex4jhxd9,"19,087.927906",0.001908%,"$19,499.9"
264,7rw4KqmjPQ1RgGHYu4QdXD2JxUEPrE7gJD7xTsbrcXiF,2eEo7xfAw8ayetUNpamuSHmMZY2St3DwZTZqE9HrhTxN,"19,069.115021",0.001906%,"$19,480.68"
265,6b5JBuKaoe76YrHi2BRaHjdXqCCjLdb6Maqc2X4vc8Pd,5gdwy46BiHSmr2rJ3gNBpTXh1QS9EaD8NBd4C7Z7cNiD,"19,039.309224",0.001903%,"$19,450.23"
266,8vE5tQt7E2PqF5mtVErtcwSebtJQjtqkRH9it2H9oPvo,DHuCdkNczmsuFBWSFYfBNXj5X4QfuRhDyTYyCdys65Ki,"18,969.039919",0.001896%,"$19,378.45"
267,7n739t3taUZLcQ8b8XMHSgUVfiqSA2762VGAKZU5TDvk,6zWAdNLCG7B9bXmbfG2SCcaLMrBRVReqJkgfrHS2faze,"18,817.011406",0.001881%,"$19,223.14"
268,8n3YwcgepX8c34g9Xfr67cvcCeNcaaTB9dFzyNtttb5C,8uPGQjNYu3it2JqboU281iRWQasf3WBugjkJM9uh9BjD,"18,783.78996",0.001878%,"$19,189.2"
269,FTSK6cZsQmgG3DyBCiXYs9R8rVZ4PNkToxjFpmST2qep,3QxFq7cPcidYbMgpxKqMYK2MseZuQ6d9CJEbXmzHY2Vd,"18,776.628766",0.001877%,"$19,181.88"
270,GTRwgQS6Q642ya6pNQTbRmQoeETEi7q5ADqzkGqZ6EFF,Hg19c37ve4pJHUBrhN7y1BxpLP4DLBqy8mdZgYuuCpTf,"18,775.424674",0.001877%,"$19,180.65"
271,67nnXGhA2qpYiP4mZUErTtRSoXUzgc4hkc5kk8gmbEJS,AFKCqVp6UCWUzAnBJjiXZZ9rCtTvFXn9dVWQvwhQJRcR,"18,775.424674",0.001877%,"$19,180.65"
272,5tXwNKSpgdcognVVRTeCrSdMKy5h6bF5QCZ6pYex8u2X,71MDMeWE19s5s2GDfY1xx17PBVkWCep7Q1WF67EKW5MC,"18,738.660172",0.001873%,"$19,143.1"
273,41eMQ21sT2W8MNozdpSEPjsanwtMSTscjJKmnj1eMEth,J8LTCji5H263JENxM9EAcoMvG36JVtYeyjZsoGp8T6wW,"18,730.132123",0.001873%,"$19,134.38"
274,89s2sw7JYgMY9Ccg4cHEs8wPbqLbwAoCovkcmLZ8omA8,FS6BrXBdDWqsdMEvufSTYYsGXPzTsQbWT3Hjfe8Gg5Gw,"18,668.499478",0.001866%,"$19,071.42"
275,3Nnnis6FLbf2fb7LSUr6bUNaDKvrJuMRkxNkgG6JLKma,6As296b1nq3AaiEub7QecgJgJtCbup8emw1ZBhnUyqr9,"18,667.82259",0.001866%,"$19,070.73"
276,Cq2aPKnfX9bAJA2FUNuVSHdxeNXrJQTUvUjiP5QWjWXT,4QjSZpPdZxEsDPsvZPhGuC6GRuUUsAiueTeKqJ4gJJR5,"18,614.958194",0.001861%,"$19,016.72"
277,3yziYxHWHiL4WPd6zTd2fG7dye1c57NbEv78YXYxKweU,38rBwTHnePwetb62kkZD2whpSzERcTwLmsfVCb9WmXpu,"18,611.136562",0.001861%,"$19,012.82"
278,ckgriBCLDbUrrdncQGwRXzYJeLCKoKXhJG5sV9R3Sir,CXD2fm9y8vZFD47x7jzft65hrmm7oACZDseTMM5L3HwW,"18,591.292203",0.001859%,"$18,992.55"
279,43wAV1rzWbeFXWN7MQcT3AvtLeazBko8Pi9P1HzNhjML,8uPgs6m8vHYnkSjXoBvgj3yQuSEsPhgj1NHVPpuJRiNC,"18,575.200668",0.001857%,"$18,976.11"
280,8e7c7RSVHrSwJ9c9FszDbUwjRGMVn6yk69jCq1L8c6mH,HyWCAH1kXzgYGZ78dN8LVg5Hb2gFRbXasvAciL89AFnf,"18,550.742563",0.001855%,"$18,951.12"
281,9U7qg4FfBGxTBkeoZX1kviQxZZZqveH2HG81vyKUb4o9,BUqpLoLBYDxw6NGkJhZLQ9dvR9paJg6htJCpTUoUcdDj,"18,472.040444",0.001847%,"$18,870.72"
282,9hD5wsPWy7xzU8aVxToZsgiAVvjhHgf4A6AmA1Cjn49o,6k4VnekHE4zCUMQSEzBqpZbxAGKWsXiAEzcgWvyb12nj,"18,430.245519",0.001843%,"$18,828.03"
283,5U7uZhZhW78jpPZMGgiqbSRvVK2pmc726EfF525p4Z34,53rYh7SopzZ4dxfDc18i8XBGqtBiFCBEdrB9zx6iZhS8,"18,355.108131",0.001835%,"$18,751.27"
284,FzChC7KasRnsZQEeCfKWxmHYscFcqshHW3kzAqX48WPj,63Lkd2dJyZckcMiR7jKVqdDEyuiLgo1pwSrdtL8HMZWH,"18,329.279217",0.001832%,"$18,724.88"
285,B8NzxZvGoFGXx9qJiDPbhuyavo7h3f7AUtMBDSKr4ySc,EPd2kAWdjSGyYysa9RFfWCv8hjDpXxXvNyhsxu6sm2Lt,"18,329.279217",0.001832%,"$18,724.88"
286,BPhWQzLAqHxjgSYS9tcrnkChoVxhGkvaHgYH27uXpuUd,HETJxdFizJbq82Kba2vQRMHo33H6H3Ubngf7cGsaCpJ2,"18,194.286314",0.001819%,"$18,586.97"
287,Grn2fVMQtRPXQEUTYYLT57ScbMWGEn9X8jPLWjU7Fi61,27i91HPatQA8sin7bhcjeMd9zRo1RCd9BEXj1v8DPHG4,"18,149.275001",0.001814%,"$18,540.99"
288,DLiVPv9zx2ptw9JjKjqq5BCYj9mhstyosUqe1Sf1hHcJ,8kZJ1m6QUpaaa1TkSMtJ6LtDYHmB6t98CV8gGzyMwdR9,"18,149.275001",0.001814%,"$18,540.99"
289,6fFUTzGPcbZ9ZZcb1Ypy9M5SWeYzv6uPhgcQ9cnJafvM,4RiCLWaseui9x9tZSPKHwqadwmJnWY1QN2xQE5mxe81r,"18,119.956292",0.001811%,"$18,511.04"
290,FvAgXwuDCWUwFsMqwQSMhbsxW1L9ntnsTgBBZfCe298h,6kCV26hkHmQr59ASKTnzSJe7q4N73dJeLbpLsxANoHKt,"18,114.890163",0.001811%,"$18,505.86"
291,8SY4oNhh9Y4cazb1BV9DpgLHuEsW5DsmWqR1LHjikpaQ,FgXHX8m5WVdYvo4ey5oiU3752dGokoJueWM982rUJUY5,"18,108.941946",0.00181%,"$18,499.79"
292,2ELghfpxsgNry4dFadETuL3tHGEfaDbhPuHtcNtJWtf9,8WVWHtba2zvUgYGkJGUyfGnAMaf4tfxsFvaMaeFvGmgg,"18,081.238641",0.001808%,"$18,471.49"
293,E85BPHJScAnqePzUfdh4nQwGU1raLFYssFT5NpPFPCbF,F1oozJ3XwkdfkJHk1KXGcsp2xcnpU3gEctpK2vm14QTm,"18,072.994096",0.001807%,"$18,463.06"
294,DmeyWt2VQbX3zwAPf99RkgaJmBNt9jzHXwjYHcaNm2dt,AEqjXkbEAg2WJ5DLRfW68sa3tG8xcsbohY4UtXyc1qwL,"17,872.265286",0.001787%,"$18,258"
295,929fdCX5PbGr7rxrUb7GEyVbxka9WXszGkzHrnnCZ58m,3EdCN69Q27GeFUQkhhwLy5i3qweNwWncRhVUefAqzpZc,"17,677.704029",0.001767%,"$18,059.24"
296,7wHL61XTMPX9se3f7F9JqoDtXaTMfikx8un8xqj57DjZ,AkadmzkvHNdCkj25kMuMiWHcXDC5kSRad6E1fcXZqZLX,"17,578.366147",0.001757%,"$17,957.76"
297,BgZqJEAVnCapsEgDDZavP9XpFg7n2Tg2zxmqzNxcczDc,9cpPf1Hv7Q1aLWfper6W4kxex6SfRA3c1gTSSBrn8Wey,"17,566.189281",0.001756%,"$17,945.32"
298,Hy6HrKqc3cL4VMmWQmJbBPQiK612hp4Vy2hrECyVBqW1,uqK4UFAHDrDy2Ato6VB66h8evN2mCjZDN86rtsxje7H,"17,436.059072",0.001743%,"$17,812.38"
299,2uM2rk71GsUjTh5mY7MxgepHxLSSVUbAbcHw7QHPdHcC,Hq9G8GaTTPJU4EZtjPvZg9Ys67H23RpDLR7NfZCb3z5e,"17,308.418119",0.00173%,"$17,681.99"
300,Etoh7inck4swabT5HSsV9STpw7Pnen3fC3gjRLkaXo6p,926bWVC9gNCbYPDWkfiQtsDoL1H71v2kgSML24LLeeJM,"17,277.074094",0.001727%,"$17,649.96"
301,PMK5GBkCy3MQ3Lbmu97gkXFo3DRHSnJengU3f1SSvDd,HJ8WkVFK2y2kueaWUGfHTrSke3Qw8qJAo5xyv7ABzBiK,"17,253.33478",0.001725%,"$17,625.71"
302,6NApPkEWXBnBGTxvLrbmxVRXyxBoJ3TVEqP2SVxhU5G8,9KeC4Gb421V6jxj3u68dHaLU8PGuzJbdrD56yv38Ugzs,"17,173.386156",0.001717%,"$17,544.04"
303,GT3miVizQ8VRDz9X3aAyZEN5HEbAg5rQmvHLvvGaZ99f,9yif6tLKCDNs8mUeEGWQEMjHEdLUyNpF2YT7t8hrwJda,"17,102.194504",0.00171%,"$17,471.31"
304,HjrSLDhdm3YE17XFiUTB1V3SMMMJkWELtZxvoJJ1VPia,A2vqSMnjMvwKDTRvtgKRTh4Yqryykb8tuhqZREGJMNHK,"17,056.653217",0.001705%,"$17,424.79"
305,3bKqcAWhckEJpSWFihbsRZh5DWhgaq1d6yTTkdTcNG7a,tmbva3reZG6TXQsg2VjLuBBDFY7R2jibpTjmAzW5Cgg,"17,007.076363",0.0017%,"$17,374.14"
306,2Bq5bHEBc2i2GWZHno8fSg9wmSeR9f1qc57PgBE6JXNe,CqSMGg9KVsX6kHmQKXdH6veJCm63T3zf6DJSQWrSq4sf,"16,937.72549",0.001693%,"$17,303.29"
307,C7QH8f9ExTbdY7branxGhikvEgbEhtVuRH8PTgTpqxR5,6aVas2kAAmhV5FrcTp48gAq64Py7G2QGjcp9aSeGA1tw,"16,926.46056",0.001692%,"$17,291.78"
308,5S7yQJnhS3NaM57j1MGttb7PmqaqoSSM1wo9SH4KrodK,GAwd9X7jLK9XS4JBXBec4sbzQ1VDSDRYNnP5oxk6kXi9,"16,908.578661",0.00169%,"$17,273.52"
309,3ToMEkKLzyRRbWirxowe4AJ8kWhYXT1CowoiA1YXwLRL,Epd3DYcPkdPfWC9x2CdJ4hXEo5yBhqmapqvNkYv9Fw5U,"16,894.650959",0.001689%,"$17,259.29"
310,6AuTnBd21V5VtsE8jPJFMGq9hax319hsfVA4fz3YcNyv,BHz5tBRsUn57anWv4ed5BWvuhP6SUU1rSTogNrsbtNYT,"16,851.933868",0.001685%,"$17,215.65"
311,9XNymj8ZMFy6gcW24deB9K5i3qF9ofcMtyyARZfA3b9P,AHrdTjwfzyuhYX4UH8juwZNEUs2dYyvrDFQh7QKRhb5J,"16,844.577462",0.001684%,"$17,208.13"
312,3gX5wVbcQfx3Yk7d7ea6uEbW5WvA8gGcayjVGxoL5dJP,Dz3e4SERMnAgkbmaHCEdKwWg8wj5bQYJHqA4vBT4A3aq,"16,553.045612",0.001655%,"$16,910.31"
313,3RB4WD4Cr7pooq6a5zoXjpf48r6BN3SkGHsW3kGKN9qC,FiUrspnkxKKJxFXxAaJsTdDgaeyJftgMf8E9FsgGKSo4,"16,350.645797",0.001635%,"$16,703.54"
314,3JT9TLfYyBnERiR8zjGLU3mL1McH7BZz6jxbG7tR9ip1,85yfpYPzF4ysokvhKtoKfkdAUtaMhW78qyMEjSY1i6Tv,"16,214.258367",0.001621%,"$16,564.21"
315,9MLmLrrv9A5KEggjLXy1Th7qNpKEtCrc7o8KZEDjr94V,4eM695kXWafE84LMqiJVH4EqNFniX923oqfRkaxsTVX5,"16,107.98802",0.00161%,"$16,455.65"
316,DDuJtYx6tWTPwrARJjjk5DnDq4VzWVX8KKWXKoT9J2sn,GmwHBgLmzUYeTxqxwQaR8q7mcaEw63VSUauq3AewYBqa,"16,091.029404",0.001609%,"$16,438.32"
317,54AKEUJ8qMNyD9d4XjEdW6oQqfUZwaSds18he6zKTTiQ,5DpSNEztE6T4Y2hoL3VymgXCHPrAr5rE4ZKw731EpswC,"16,045.195878",0.001604%,"$16,391.5"
318,2zVW4xKcV2xNauDHjhA8SPLneQGs9HN8C2cWA6Atiru4,78b7yaiYn34Sx2snicDtb5jFdNtnaWoQat57fDK6ArEf,"16,033.054189",0.001603%,"$16,379.09"
319,9YqRq5Dc5VUuJ4bhDXEg1fVmLWD7bMn7T8LJpKF5qSuL,BmvQGSLEP81UF84xGvV7nUyjsXqmbAnxhjhd6mXrAMrD,"16,019.358187",0.001601%,"$16,365.1"
320,6xuMV6W6QVxrVmsZxEdLfV6kfhuBsg3ah1X8rydLfQvy,E1B78eaijwzzphYtbpnTkes3H9oujj7SKd1ygmA7FKvb,"15,980.285898",0.001598%,"$16,325.19"
321,D2E7v5viAKvC8bhCiePbmAQ3Ahn9ZxtFC5s1WLxTrE5p,BbEcvYHrLVXyv42AKAc4qtjoPJeV8543fyxrBvFw8AbJ,"15,966.266587",0.001596%,"$16,310.87"
322,FxQGjep42NNmb9dJNCNft84o6UXWDcUjtkM59E4eJL37,FobuafZHdYJeFRet5vmJfbsNuHiW4YpLY9UKjXm7j86S,"15,957.9988",0.001595%,"$16,302.42"
323,8PXKkrJriorsPJvrBcehPxYfFsXqEUTc5cNSPf4WFAvj,7AFthk2ZBAigUksyMzmMzEU6ywDb5LoS3wvmU1zb5bSH,"15,933.202607",0.001593%,"$16,277.09"
324,A3386wuo8Lu86zyLpFp7sbyHPvRdxt9WtDhCm4VUQTJc,7Who4DXHyKa4gkg2e7bUsqp1P1PxhRM9TDuz6qdsupec,"15,907.714947",0.00159%,"$16,251.05"
325,q7Pwa62hUM6CQB5EMdzbwj63accojgg6Th2xQxN3HSD,BpoNNqCqyh4cz2uV3vi2TnedJjDs2bzDFzQWtUZHWBfC,"15,849.525892",0.001584%,"$16,191.61"
326,FWfBKknjaptAeiihKnb9NkNPTQwd4VDug4y5dEf5Mrzw,J8T2G63wkiN61rVYEyzfSeehZx18kMEosizTVZswYDf7,"15,826.441197",0.001582%,"$16,168.02"
327,EgzjRCbcdRiPc1bW52tcvGDnKDbQWCzQbUhDBszD2BZm,GEnE9UEzNPFHM3bcXxg9kwBuWLcf5w6rvfQ8v8g93Du5,"15,824.337522",0.001582%,"$16,165.87"
328,AobVSwdW9BbpMdJvTqeCN4hPAmh4rHm7vwLnQ5ATSyrS,HPwNrQg4mRSPkqhPnE7Nf3EYMY6oMMk9XG3dcrhhmQ2e,"15,747.379607",0.001574%,"$16,087.25"
329,3b9hpWYtXGtFTCHmqgjv715xWtBPSBjGicnWFe81hjuV,2STHfzoM5yGQiMWCDDZjSNEF9RSgjDifaBj4bnw8WsEb,"15,717.704013",0.001571%,"$16,056.94"
330,5FnE3q4tcDkEjRGuHgcxoBLXoZjWXDE5xEpJyneHDc9g,7c7W7Wi2r3uCUcjeEUNtwVzqBZQHm9XLK8cb53uJZ7xQ,"15,600.250346",0.00156%,"$15,936.95"
331,ErgmR9RxCxj89BLvPX8K7fKtyrGXaHHBGVBdpFAyKLXW,TvHU27Vn9Yf2awUaLKrR2w2UZt6TkpQCe7nHuXRn2QK,"15,541.962539",0.001554%,"$15,877.4"
332,8W9VMTAtvo2W8NiLfgGK11TnYh6tzMBXNPMLVdzS7gw2,9kFiTKKsWwxmj12pqFbmo51P6q4TM8KJP3X2RhPApK7e,"15,504.796323",0.00155%,"$15,839.44"
333,AubHAP9f6HRCHhE1xQssSvT1rFXkZ4gZv8YTnoV5bkqT,FxN75G85hgVA2xFYonFq1PAM3qys9ggCu3HXX3ZqJHSS,"15,466.477021",0.001546%,"$15,800.29"
334,GWB6bsRoVDu8Gq4adt5xoAJPmnHcSZvU8tC3BKv3J873,BxfbGiXqR6QmrxyZDAqDYnxVLtzad9poyyZxq8sg7K18,"15,369.089936",0.001536%,"$15,700.8"
335,EZVaRtHAScPXo6pxBuFERgryANWqT3DyhBTbeieRDdyy,Etz3k5qyGKun4GZmXVtvmwSu87iKQUv8Hd2jXtCfLu31,"15,323.499387",0.001532%,"$15,654.23"
336,DWjzdWdFYhZK9WtNjqgooTGzpT2Q4FyPrnzVZJcnCPDu,52JVQhwj3GymeGdGgSPEZG6GSbnnCKD7WEuBSwvWTiPN,"15,291.112429",0.001529%,"$15,621.14"
337,Fhbc1oBowyUPGhu6Tc6jQDjVNq2cGM6GnZZXNTVaRhBp,7wXGbnnBA3SbKxeR7CRjmanQBSKseL5VpcsrJqP9skWP,"15,281.398833",0.001528%,"$15,611.22"
338,FaBASRphjayeMeq22ukvtXSc5qY79dHLCkDg5oXLpr8r,2LFZR1uYm1yJHW1ur9HuTxSLxYdeatFS9N1Ym41Fm4DT,"15,193.42132",0.001519%,"$15,521.34"
339,6ei2MaChPFcGFJQ56cpSguitHSs6ac3Td1gZpucHj1Di,5Fxi214GNK4G9ghnUk15nMqgUh8WgdJKpa4WSgMGtkVd,"15,157.09565",0.001515%,"$15,484.23"
340,88KuUxPEgpvijw6HxAwoN2rSfrn5B8UNRXbH4TozB7MT,B1QAwBwaM8zjug2A67q9uofk9dsMwATXogx5Sfa1eQyn,"15,155.855875",0.001515%,"$15,482.96"
341,FwxWa4qW7iXaK8N2NtDJrq5UwEBMjrdwcPuCCzGosDaK,6ZG5b8RyPY6ab2iMp4rgMJuZqZ1g8epJDDY68k5NYQ5Z,"15,125.888012",0.001512%,"$15,452.35"
342,Gp4f3A3DYnvyCJGuFcDu3TYiczSFgqwsx1xHgV3waswm,86J3vZKe9AcXQ4wxHpfa5x48jRsmyqXjACA6nJ3eABYt,"15,115.359193",0.001511%,"$15,441.59"
343,DXBQvrd5KD8m7b2s5sj6xunb2GoPgNKLNmjuqzNxuiyH,AWGCmvgj8Y58Uktmjgidf7GtP4sCD8tCuz3G32eoGXjg,"15,042.730609",0.001504%,"$15,367.4"
344,Dry7DeFQLDBHvJhMvNWSEAUeUv3Xi3KHNanwFbu4usJN,9xYdKMKii7MJ2oyjz4AmLuEkDA9J46nrmChsv8cC6vxW,"15,013.21655",0.001501%,"$15,337.25"
345,D8fHTL3ZDfpXuRdXJz8sBBiSF4RhU6t4fdpUA5gCcee,8K4eAJPdjoGAnswiQPsxeBHVDRTWobseLjriwHo3DM7m,"14,967.471873",0.001496%,"$15,290.51"
346,EEbA6Qibqjp3FgF88EGVMoXKMGJtmixAPtYuweQ1xUS5,4mRXhwMPx3pPMFzDfCUzYaQafgoGfbZt9VuTfpu3yoHS,"14,806.143616",0.00148%,"$15,125.7"
347,ipMdByJkNR5nQ3Y3wVC5ESmzCvAK7Mtvpd6iTEkU4xb,2pzzKbVQURwG26tcX21WnG3L9qHN8qwUyv9tkMZMPqQj,"14,705.090857",0.00147%,"$15,022.47"
348,Fs1dbVkfBY4jUBqEhw6DV8dXvT58rTqhJLxb9yvto3yB,CYRSWWenh6NAvo6Rc2uR7cRJ4casGi5APn3gasi6U6Hg,"14,641.172949",0.001464%,"$14,957.17"
349,D18Nbc5FgUPWy8eCTfNfBhxFXxVxDx3YKL6kGAVNdWDb,ALGQaUhu1tMd6V9s2ZffWWRHQbhKA2nMAnc7JGkjKgYo,"14,625.264901",0.001462%,"$14,940.92"
350,52SLv1QVSHhnk4UWosaMJAkknziJ4qJD5S6ybc6tHujS,BmX5nBvRShMcYqUKs6g2hSe888mnTcxb8xEph3224Ywz,"14,578.33822",0.001457%,"$14,892.98"
351,BV2jLS1UxNdyQpSXxQgSofWV1XzBt7jcRSzJENdsibrL,4BSnufY7f5PpBpFiwt48DudcyVsstf1crzTjp8wSk9m1,"14,554.520783",0.001455%,"$14,868.65"
352,4LTQ44bH49816jEW2zRVCZFhdhWAYmds2bwekhaQoz3R,DVJvwduC3TSsY89ydjbnN8EDsZxsqLnT9gnYkYcKhu4z,"14,508.716477",0.00145%,"$14,821.86"
353,2rwbYBJEYtjX7GcPEzH3qWZeTh6wJjR4wMsY4hnkhZqq,7nF628CC8u8FFVWq6YP8zaW13RJnqBCZeNjubcRwvmZq,"14,337.697841",0.001433%,"$14,647.15"
354,7W424VKjQfjqLwFhiXbc6g1sUP1H987HpAysEEtfCG21,AEZu3rftL2WWeiyxGsiXsnhrdPePNYRAtDVZZQnxZipw,"14,331.72547",0.001433%,"$14,641.05"
355,Gsa1UcoUJyy9JYftbUugYW7Xf6ymEF98iCpPXwbo3qJQ,DHBFk1p6e1C3HutrG4kxmKjJEvdhcbQSZSkb6CHgC1zz,"14,260.210017",0.001426%,"$14,567.99"
356,DLFgXuTde2roLirr3BTNKn963GNQgZ3roLzGaz5cLSjZ,8MZDJ5JsEaenGtZx2Upv3LbsAGofS9V3JafMxov7rd6u,"14,257.229108",0.001425%,"$14,564.94"
357,CRKEsXLYGT88UTsUeYe8xqCggnzv1BYqf1agtQHQrM9z,xNNjt2tDeSDnC7KGQe1tedvXXJtoY3yRCT6DVyEeh6Q,"14,244.618518",0.001424%,"$14,552.06"
358,DV1ipX8DWtZAKHwU4XykXKpoBHs4oiJ8TinhU8fTykqG,qJMVuijnL1VYfFtdS1Bvu5WF9LHsZrLTrRNMNzhFfZM,"14,239.587052",0.001423%,"$14,546.92"
359,6rmJ5cmu9FTmaF3AV3onVxdBB7Fft1uRmYt8LfWL2ZCq,HQzzTDWtvRpE9nf6WE7eBX17oaPQcS9UnotxksyEVKLz,"14,212.038643",0.001421%,"$14,518.78"
360,Gw1RwAUZ3RhQ439LQGmmtPRgvV5eM1tYfa1SRqcDHuEM,C5p7y4YQwbF2N4sN3XPRZps32Vv33NXNrMcWoqoQ3sR9,"14,082.42976",0.001408%,"$14,386.37"
361,DZicRBnbVyCzqAQ5g3uJSWmZU87EwfGHPm96Dd34op7w,444n9M6zrn5y7deTKQLV46kLr7w8TdrutfrTZMyjS35d,"13,976.221047",0.001397%,"$14,277.87"
362,GTfkzQKkx16x6d2VXVMcyb9Uo7s2pGerCEgVsYWgM8oZ,6Bxzmj6ZBfKDEEqbHCbF4ZJUFf2p9cwZvVmBeBwio2uz,"13,954.638047",0.001395%,"$14,255.82"
363,C8vnchPoxqmyYeu47bTfzMzk6Ly4hB4M6C4rwm5JwkkX,HWr4gfzz1iu4MTKJBVvrnWrCaaQfHXXo6TWTS3CfbyFi,"13,950.350362",0.001395%,"$14,251.44"
364,37amCiJLd6P2BKZ3QCQXoNmner3WkaSXxd16zYh69w8K,2rrTCQwpDqqkgrYneZaooNiJsqKXLPLP4NA7aCMefD4j,"13,924.615095",0.001392%,"$14,225.15"
365,HVLy5DdmL9D4rrMFtijByY3erU3eqLWJZasfx9E6RoTP,AeBxsMaQmxArh2HDvGitNuuZzrCjRRrVS8uJFTKobJok,"13,884.584506",0.001388%,"$14,184.25"
366,7udrGitgYu8WNfYi1hzF3n6YFAABhRzqbuQZobigJiqJ,AsDFqW1Q3PJgYayrCbDJnCe3oYCpz68zkMi9zqZuKgvX,"13,811.165698",0.001381%,"$14,109.25"
367,4H32QNst5R1W65jkdsENcMeKftzLmyJ5D979fqwHGeZi,7vR28qKhUSgTLiHtnqn5YVxiDEC9xKiK8oc9L3dWa1W,"13,764.805585",0.001376%,"$14,061.89"
368,FzDQ54VyLBfeyP2FvBNqzUXhBtZm2vek5XhMMK1c2qpx,HzLeatqq2Nw5XJsp4sqvH7Uke8tnGDCdpvZn7g1LuaGB,"13,725.091929",0.001372%,"$14,021.32"
369,EY3jQU6eCYgNARgnyqUCSW6LuZoh39sh7LnAD5QzVvS5,AcDaFjVyL3P9cg6DPNrmvdQT14RRZCH6LRAzhAtMajEv,"13,629.656172",0.001362%,"$13,923.82"
370,7MiMpooJ3jhPt3sdQKzvoHuw27RDmJ4S6m8cyJPvCkXd,3z6hoJBSoMzpz8RHoDimsTEfXuE5rKyhoQLiNLeDp1gn,"13,551.829515",0.001355%,"$13,844.32"
371,ASMDWH1eXUYgdwrGeYwnfv5UdYQEKMhDkjEbvzjVp66C,CjgWHaZU5ztUxJAuwHu7U3ykfSKJGn9LRtvE9u8Kdqnu,"13,535.789385",0.001353%,"$13,827.93"
372,5eeCg8DX4yoC9sRZ5uzDrgxRF9T2vbqLgHhM8CkdWHpT,FrrFVJfEE2L9P25YhJtb7LD2PyLZNxJTkaPrz1MJDe2u,"13,513.521825",0.001351%,"$13,805.18"
373,AGcXEZuuN4cRnUB7Qc9kyzr5L4h71xGAYksreUubbDRp,69WgvcQsvwnm8ve6iiZZYA1AGjRYZPmpkQQxXPkLNDeP,"13,474.387282",0.001347%,"$13,765.2"
374,DdBgVyenbE3CTkwGBKCHtKFHrVC9rRFZSWqykxm5bjQq,CL2GGn68L6Bh1ue8in94obqdt68YLBfn7Dia4egWp7KV,"13,453.84833",0.001345%,"$13,744.22"
375,3AETqZi9V9eqoeudBuwfWbggx2BQ6EtY9d8SLPKGMR3s,2UACqESAEQqwNCTf4xDTao3LaxNgqvnmpN7GkWesBtTk,"13,401.534457",0.00134%,"$13,690.78"
376,Divo5ojjkbnFLaw4f5MMmWrpW3e6Q19TJiPGYeJwMYqb,5FtcoG8WNVp9zQKB5qEAmmqxAFor7kWSJYxjepcsQtPB,"13,348.810778",0.001334%,"$13,636.92"
377,47RgNQkiRrwGyfrZ9XUeGUuR2TigUqjJ72kspbSUmn2V,7MV3NNRemFPfcjepngSj8Y1imzXJPnGXUCSrg1upgH1H,"13,312.410347",0.001331%,"$13,599.73"
