,account,token_account,quantity,percetange,value
128,6pPZ8EikkaUYSRvpj91zDX14UDKMk5hoNKkV6y9XhQsh,ArKTiFEAViyQS6t8jWgCfZggrQfrTmiN5RocdG2Q4Mvi,"1,064,853.70632",0.1%,$325.97
129,EBzxtq7TMwTS2HCR5HDe84uAZR1zp28o1VuyGufqEUjg,13EgRj8eih9Ke8NSUZkYUXKkbQ7NbSUesEQCQktHxaV1,"1,049,999.983982",0.1%,$321.43
130,9GtKEm6qCHVQVU4qvc5AKAohCuHw7Ji42X7gzZi2foUe,AB8ktfkYXSb9y6nscCc1YrBQEEJfuwzYqzbNScsP9PXa,"1,041,318.198198",0.1%,$318.77
131,CbonFeQNrWdure2QnGUZsVf1QKAHGnx9DFEbZYhEFD2g,6ZTpFgT1jxfhs46yCE9QToRw1DkdZdGW2LBmtMBvY1vE,"1,037,225.506405",0.1%,$317.52
132,CCL3FdkGCeQEyV5QbCcboXBcwZsLbT86NBeeXosnnTXW,7JcAStx3jC6dFGVNcmYEeHJQRw4jjcGYWUma17Ckv4Uh,"1,036,811.364253",0.1%,$317.39
133,3zFnHvXaFHo7ydepdTmQu6N8GfYC8pFNMAriXpaF77Jf,HnmDdhVgKvtXPec75Fr4bueVEMMFi56uB1VrcCvdmUQB,"1,010,701.622289",0.1%,$309.4
134,FMQgW3nnX9312KFkBzLACqonPHQB3WAPcUbYr4SaMcY8,9ec5grAAbK2DXFtFQ5ecLiWVDuEoY3g8LnheTqVcaeyq,"1,009,297.022574",0.1%,$308.97
135,4fXmsPZhvHC7no5mLHVNR8bMNjemdZwtzmSbsXWGhcGd,7po5NjXzwMEKZrP8fPkRsaXqYKTY38WYuY2nWpr5eeQy,"1,006,384.611488",0.1%,$308.07
136,HTXha5DuZ6a9yR6VneNHM2ze6UmvtBWXYnB8oYsMBs4n,EpTYLtCcdsFn4ii9MrzbZoeQ4FvXB9txcEmnr8QJ9HJC,"1,005,528.543477",0.1%,$307.81
137,6Gj41z1eoXPA5zVKYUVu9ztiB4Hws3i7GtMP9TswmVes,GRRKv5NmCCXgU65C8Auz8BZESaVWkysfKDd5KN84uegt,"1,004,405.603041",0.1%,$307.47
138,eEpKeQ3WnGBYuvBheTEgR9AHz6SeA2iu8YdAi1zckPh,Aw3JfagG2wnx64oHrEhusNdSvebBtgLYdQhgYPm23ieu,"1,004,200.204765",0.1%,$307.41
139,33WmQXMJwk6GTSaKewgW8SZEcwozjNwqwEcNNDEXzcKN,6B5PssXHA43hY6zQ9ynVADhh1KuCFCxxftHtKmaD4oPV,"1,004,173.165543",0.1%,$307.4
140,2pt5F6fKDgaEFgbBcr1JpjDEX5oNjgkx2MK8vrNNwd9q,DgKTjoTHuoQ6DcPafeiLop6H3mdeFzfy57zZMbVajLv1,"1,003,371.11509",0.1%,$307.15
141,H6gQm8gs9i1JbxJ8WTRbCvJUvPMoSUzcoH57W4Fc96JW,B79veianjXB3CBVqT2K2etg92a9owqy22AzxqDEBTH4G,"1,000,602.491922",0.1%,$306.3
142,8fFQE4KQUjTjtS887G2ZQvh7FyJVayvFj5CmwdXqmaEr,BxpoeofVYVfbQeSdDv7zBDBH8mY8cTXK2HXS68SnkSsa,"1,000,000.738439",0.1%,$306.12
143,9AXHmQhwaXV2SWYNxQDNNxpcWiW9CBdeWGUK4iSicxUS,dcCBbdqaqYPNoJ7AFn7QFGtRCJFoVzDTroU5zBGQQ9C,"1,000,000",0.1%,$306.12
144,4223Lh4nU61fFzc6n1BHzJfxXMfsR5xogo7UqVY7YELg,D3C1Bw2Y1y5rozr6gJHpJjEUCKNv9tYhLktopPeJZqcE,"1,000,000",0.1%,$306.12
145,6oXD1HWyAFJS5s8nopD6i5Qy9CQufrvWeW6ahqQiEJCr,6S3Xhjo772w4X3hVrXuwveWAmZtAyqz358RAkKfpjiN5,"999,797.846611",0.09999%,$306.06
146,EzCyvCUPXNoeHqSwZHL1i6v25Z9LtMexityRQwq1sSAZ,8QSEgXmWwX1QN6zZqR7uAS5VUgdEk4xkKcywSyAyi55D,"998,132.21132",0.09983%,$305.55
147,2Cb3vCZNR4iYVtb5ZwRTTVDoGMPbhPgbbXYUHtHaqYx4,GeB3bmwkeLqacL5E4YD6vmWRqeVmVoFpnW1HPYwPqkuR,"981,432.865641",0.09816%,$300.44
148,CuwxHwz42cNivJqWGBk6HcVvfGq47868Mo6zi4u6z9vC,9YcyR8rVphpc8vn14jqMzU99fAzxK2Ngv4aGxUykAkCm,"972,950.283",0.09731%,$297.84
149,Ha5dNkb1dzgHxvv1cdTnFQ89WaSyk2WEx4my3KZSaGq5,83bBLaekRitagFSsKLAVo9txd1AYM7cNdPGMwk5Sc2xp,"959,062.95653",0.09592%,$293.59
150,DwwjkXCn93ddTwCF7mSNtRv6fdxXwwc6PiGjecZWuzg1,4ecge9GHNuwGxexMMFemx3ntzE4RxpPREzStYrebSuEa,"958,482.654359",0.09586%,$293.41
151,GPyx3nx8heJ8857mb1tZLkspXr9c1ABmoQBdLXi4Hg1S,CoTKYdnK8P4iYE53QZe8HjkuR1yi7bXPrEkeF6Pgue8W,"957,487.309041",0.09576%,$293.11
152,Ba8H2W73mLNr5Xjmfe6BsCZMxfVjEVsTQ7scTKtw4Sau,2ptGe8suz8TC9VvGfGvbB9FM9pcv4avDbZQsWFqspCAq,"952,747.862797",0.09529%,$291.66
153,AoroekcwLUV7rbbh7LmQio7nMLsLtKA6ppnLKSvm34ia,DuoDxbHVSvouWuZAccxRvSzZ1djTTyna3dRypuseAVK1,"952,059.098002",0.09522%,$291.44
154,5NJQozBgTZg1QfDSST1LawsWBoRCPzrEUJ8Rk9oyEbTo,AB6opAzwLJvD9tDj7hdFLfaLfFQ19u7qncUB7WvCrSD9,"942,205.964085",0.09423%,$288.43
155,FSVexHudCxvaS2nicttq4iW5WSh4r4inxJ9Ck54eGMjf,A8iLHxcfu9R6QK7egn5zkMbNoS836ATnYmeqkRSD1jhn,"907,945.927726",0.09081%,$277.94
156,CJX5rmStnxBPKbUfScTXmDquj7VUETFFpCuBVQMap7q,7Hq4BV1x3M8cVChUMRbtqtBzEAmihnxe2op56KSCQRg,"901,267.33582",0.09014%,$275.9
157,Gtb9Nihq9b7TPTf7DN3mNCncd1Zm3mDjJ38ANN6PCCZL,DrPnBqKfj3qTJ1gPHo5cTiWnsTYW9A8j2CzXuiwN9EPU,"867,030.021541",0.08671%,$265.41
158,7vxXzB1ZCrXWfKetuSeNWAXKC5Fo91VbrtkAmBWfFguE,23nksN4BYFyREGpHwWom6eszvP4bHYBe2uS2yVEKnYTX,"844,947.811993",0.0845%,$258.65
159,Ezb8uuLFAzPLVm2KRzRzUeGhxFfyzXaeSSguJh3Yuqvr,H81yLbta9p3syqNdz4SHSipgyw3AjFEv1cRP1hi3ZrzN,"817,041.076752",0.08171%,$250.11
160,5sbF1fGcVvnAVsyoBHE23UPYVYs8nA9YXT5iRkM461i1,4dN2pjhQDDTP2enVE8rSDgZtCFYWUaUeaQHrvpuefo6W,"815,396.420745",0.08155%,$249.61
161,HCLvA6To1F7GjjMhoaFvoKFHNn4pmDWXDy1b2CpUz2kC,CrQ8FRZCvrTyUU25VhZ83dYCD7TY9yQk4RqmMWcr6j8V,"802,636.823347",0.08027%,$245.7
162,3pnR4p7cStJehjz7qQt3KsjdZMvrEMoYASvnMaHdgbbV,TFizQPcddU77rqUeb7CNw2YvCXnAFsixAZ6NBjNYy6G,"782,435.879379",0.07825%,$239.52
163,96SmdvZ7L1nWwcXQshgwPpexHbhCALMs4xhrjvydbM5h,9J2sWVN3eAbJEeJCD4zNPAsttvhiRuuR7jXKPcFympbH,"776,527.898861",0.07766%,$237.71
164,7n4bzxD6sXEDv7vunauFDbGn1CxBoaEVuomKE1rJiTnS,ARXBq5qsSxLGi4kjCKtqPuWE1FyGQffoxMBGtHEDnuNB,"766,469.285655",0.07666%,$234.63
165,3XEgjwc5tJcJebGHpvdEwcVYHvF541w4cQF9MPLM16MK,GnyyYqwY99d9YEGhAeMU68m36qavhVBjP13rgdxZR9pA,"764,132.020894",0.07642%,$233.92
166,F197gZkyvmaayMjmTVxjRDtaQ2BTe729phfWN1TEjKhA,Bws7XjTC36ErQtGk9kYwfvu5HsHjVdDGs1R1D173n4vV,"760,789.477899",0.07609%,$232.89
167,8UYGBsrBJLbRb5wi86cYJA6SkLzbvQpkm3FGvadoG2pb,DEQvQHty3oHfUTZLEuMEEiwyDqD8BLFmNCeGhk1UGtTg,"755,484.342102",0.07556%,$231.27
168,DDgrfxuZcpJKw53Rx5Ws6vdwEonCg6xgyR9oK95twnY7,8GnJSPkqvZC19XG2a6iiU71nCCg1KMj3zJjL8dJ6XpBj,"749,461.816827",0.07495%,$229.42
169,C3uqgvLsnEoNtPqXXnkzmBHPCmQb2mKUeGP1hVpN7w6N,J7hiGBA1aktU68nFM2N5t9VsCMa7s7amp7W6PUyfoR4,"745,296.453374",0.07454%,$228.15
170,Fbg3gYjzeSxmcD7DdJjaeErSBs44pfHHq5WmtE3Se3oV,DAEV3mSFGoqY2cHGMzCRAtGsn3yhYZApet58BUHx1Wc4,"734,320.018189",0.07344%,$224.79
171,Ewk2S9FSFUHHqrAjPXCkFid2BBspUHMpA5ziE9QYTGsZ,HUod675M7BEvzgEC4bZmS12HBCgHFRv3bs3JJ8rQNmgR,"731,172.425844",0.07313%,$223.83
172,5Cunj6EdhLYEJVnRn6frZ12urZkbZc7FmdSPMos1KyZg,EQU4brQAew6GFUtzN2R8srcMdDQ1UwgSLvcQDWkzvmQw,"719,819.337773",0.07199%,$220.35
173,FPsjuPcATFo8U3VuEUsPFAajANymsJujio6yd33okvhe,8FQ3JPHcqonucJg3cP2vhzkuxoyMJpnv7UZmR9Eok8jT,"717,228.289493",0.07173%,$219.56
174,D9hmrEY4n2zxPbPgLYmDvaSLghFxvt6T1FuZabKM7HM1,4LEG8LqwP2W9Dj9YQaPK2dMi7JXaPWoSqpRuMW4af88n,"710,609.865678",0.07107%,$217.53
175,J2zbhTFXrFquJs1ky8XicMwyRxLDncYDwKU93zYkVvSV,7nh4mY6d6unduu1RbBEf6B9x4Uvj64pKswRPi1ZLdSkS,"700,231.842424",0.07003%,$214.35
176,3dGAtHfMpATNiyUNcQLg97P71Z8ffaBxFD5WcvaR5m5n,BKtvxXc7oxEEvGpgBpwSu6ATqHVCDGVrW2b2UP6GnqDB,"697,658.924286",0.06977%,$213.57
177,Ga6EB8TE9V8M5o4MRzq5CdZant7mtPm2NVvSxj9uMuGQ,Hv2wBPy2drWVEK8bj2p1nZsZegGa5fmaSpXhoruEhEY2,"693,488.598976",0.06936%,$212.29
178,Ewtvd5f93iAcxDRRpkoCJWe65kq22dJNGpmFRk5hQAyp,BkzHf6rrBqHWXDCLGwc3Wz6fu4Rnx7LZEVdKox34GnkX,"689,584.067597",0.06897%,$211.09
179,CTzKtBfi9YEipGZmTLuJ7wtBKT2wwprTmGxtwZvpRefL,4eGgwXf1RxX2A4nBYNQxDtd67anAFeFbLMeRm6ugMPKt,"685,545.648962",0.06856%,$209.86
180,G7EU7PaWkCMjL1dPJoZw1mgyfsTyFywyR9nzxzsgqv3a,3Pxghs6GZ6LC4xPs1FF6238dWXAKvW4x1sgcEDcjgurF,"683,420.625789",0.06835%,$209.21
181,D6jxMVVGCqsnZvx1ofS3WrBj3xp5aSV1VTNXCct7AkaC,9eoW6qpDnMT3AsghGftXs2UmBtZEfJa395gqeTbsh71J,"683,208.592871",0.06833%,$209.14
182,2AnEroppVHHEuszzvKPmk5GiX17aAHqKwdAkL3tipQLc,8UjcGPWZjAtgePrh2cwcfgFuazXVqeWqXvdkHGsfMq4j,"663,750.82514",0.06638%,$203.19
183,voXtAv5RN4m9d3iQJ8QmxrwNqB7c97aBWZrqFsxDnAQ,2cdW3eFKaJ1c6zopegJawm4oXZeJyW6Rngi58kgUyj8F,"657,656.347868",0.06577%,$201.32
184,8n5joT6kLEjBZqBe2d5tC9uSBZufiiY97jjDwm4exQBv,8pvH9Rd5MbWsVJ9SFYJXrq96bmsNPLHqTwiJ3FBmgy6T,"648,701.131672",0.06488%,$198.58
185,63K86XpVhbphiJEMeLpviKDzT56DyRY98A1Vi2GhyMei,A8YCx66z4Nfk1P71BcEc8qTH6YkmdwLxMKsaDJ1ND24m,"647,671.435061",0.06477%,$198.26
186,3PkaMjoWZe2i1ehTxASWiAuf3q9LPVEccvji3jMick5q,5UZfLMwV9y2Am3tWV1VQwFfSgNc4RVgUxuRLawiScXto,"644,887.825601",0.0645%,$197.41
187,mn9AWQqggfGtCPxga1nP96YkSMqhu2z62JsymfFHV3n,6aJKP4oTenfpAAUfZMHsfGv6xb1WorQUQj4ejz68eugQ,"641,860.00527",0.06419%,$196.48
188,3F997tsivbzSVrXvDKrSesH64VcWToVQxTxW1JqQULYU,EQ25VtB6RWD7FnfX4MaoipdFbmNWKv5gCDLzynvL34i3,"641,816.679747",0.06419%,$196.47
189,8hQ5Qs73P5awLSiBskDpFABDhsTRh31g382uH8ASxL9R,6m7mgjXWxMzxoaP7YpLJD5dRpWLhsgxXvfWdSXPK1t17,"641,484.51393",0.06415%,$196.37
190,A1TQYo7cJXv7XbrgYBFqc3RGY8GrPTX69CvViW18Husb,CTtQFELvA3TpBzmC3bS6ApcDbuY2j55SB8SMB1EBSVTH,"640,996.650299",0.06411%,$196.22
191,FQPRWhFaQevKCuUMkFzHiwiTCVDBRSE6KmsAzL6s33vm,4vKA696x85zu4qdDzmoM52vET2ToEE2zJHUn1v53RQYU,"633,606.295217",0.06337%,$193.96
192,27JXnA83G3p73J5r84z3RyfVZRftEDWrd16UJwjo1zkB,FkjAz39AFP1PTuzHb9W4dwBZFXyrj63jDXb4nqdnziGQ,"628,775.807119",0.06288%,$192.48
193,4qGHHB3GnEPKqsmteSJpJqE7Lt5vA1W1UawnN7GSWAoP,7iHJaK7SbBpxntRtjqgGjqLxf7tNB4eXdZotupswfR5d,"628,144.283746",0.06282%,$192.29
194,L74Hujmbf3YLkcQjXAHcG7Z6H6Nxj2cRXCRg7JjEHm1,5BjN3M7v5Qenykpwg91Pmke4tjjy7cPdpdTb1QPo4aGN,"627,443.930366",0.06275%,$192.07
195,9WkEgT3U1q3hPCLZk88svU2vPH18AhZugmNFcmg6a5qZ,4BN4k89jgd5nfi2tgtQyWKf5tTXk2NVKaZ2V1JcFZ2EW,"617,255.40281",0.06173%,$188.95
196,7yanCaTyapo9NLHy6EEb3eNPtL7uXDFE187DQj9RUkvP,AutTzWXiCE27qahkkMc6UMfvS2XQsoS4D3h6pfELDRnq,"611,427.169285",0.06115%,$187.17
197,BY9BGuWPP6WW9YHsw1AUZwc2YQwLBpktmbW2K2cDNbg7,9MdajyEpSsQD3Kfh13jMBWQhm63jo4wUfGdAK9zeooGA,"609,192.085493",0.06092%,$186.48
198,2RwG4WgbJyiWbpGo78jC6s9Ep4xyrdU1kLqhcxM3kQWt,AH8dYFRuGBksUddLnpnY9bBxQNX75MxNs7WeKjgfVNKs,"606,965.467452",0.0607%,$185.8
199,5t3h5Ax99qPmfa4DwPH77RTTQirbQKnfoAp98oQnStHa,FC3GsNFp1BAUGo4UL4eoMnZViGMiMBwgS414GGUH4VFS,"600,122.612031",0.06002%,$183.71
200,Bhyq4YCiooVS3cdk8byKfWvrTkHvX124fq7BGaQN3Dod,AvoDVz2vARpzGW9oLf2FE1fcMhz4FRx8Th12veQbtLqC,"600,000",0.06001%,$183.67
201,53QDn6tkab3TgQJG69vB2DxTUbAo8HSW4hi4qkgFcK2M,3Rb9kTXo86edj9qdfLNYtR3mwmprXbrdvtFKDbda8xgt,"600,000",0.06001%,$183.67
202,DmvNdaKUYBNL5xjFesWG9e5G9J5xAvwLBQVyrz4ZENtg,CC5Bmh2kSuUkp45m1eNfLU7vfV67w3UKKQ5AxBvEkdWD,"596,987.453843",0.0597%,$182.75
203,4ktbeYjiNUmqDDyeofiSuseP67AUkfRKCSUtpB92Ai2y,A56ht5ZiMgkgndz6CYpdJu6or2o94NmT6VX4EHq7ewGq,"577,747.897977",0.05778%,$176.86
204,7URcd3BHQ6qdMyAAtfZzri7w7kSKZj8ph42QkNq5b5wi,5AbwmtHvRbJDmUvrths2NnzvZwDFkr7ByYwJ92Meduni,"566,212.062824",0.05663%,$173.33
205,CchibXNpzAVqspkdsgBAqnG1o5VGsSqv1xwz9tkCmjDY,2gWfR2Kbj4rqjSASCF4LQctjWXLGFSzsMUNNayJ8KBw8,"562,072.206774",0.05621%,$172.06
206,Cpw7Vyg5A8CWbqtvRFwwkxfTeLM6DUVyZbDpg5vygGeh,2gLvpPnsu3RYbrcQ6JbTfM2f746PqUeCZUp3hEBZWVsP,"560,727.260021",0.05608%,$171.65
207,E34Cpsu4rxuYQHNebtvZid4tZkNu9Q2M2xgJVXxnKjfi,E4fQNx5yBAy4Cfwe7SDnB8rk997ikdaP1jesDtA4dokd,"552,701.965724",0.05527%,$169.19
208,763impM3uD83juGPBvuUaLKPyu74oA48RkqyVQXF5qbi,39g4wkD8y5421EPeJP1EHtAVFyYVmDonz3WA7JA25kct,"550,000",0.055%,$168.36
209,CwfthHUxa6m5JEQ9rUeQzPviHczovWkPa3N1jv1NPfx8,AzvtVVBn7zkfqovExKiSpYAu754n7mKqaNEqcaf9a6Vj,"547,936.003395",0.0548%,$167.73
210,CrT3zEY4xEwE3rzYAQZfj6gJiWPyQdeakjUivZ18Bvxj,5LxLTWc4WzaMjagcGGVaYEzUT21SnWFSVi2Ns9vVWx5d,"543,642.684673",0.05437%,$166.42
211,9yaa92Pa3X5KHhf3zcjXGpveiCk3DWUbjasTaWhm9y74,Ass3YcoSm9MFwYMYwWE9oFSi8WizGGYF8NZDYai2Sinb,"539,640.307131",0.05397%,$165.19
212,E6EngDKiuGHkbiSaHQssWE2RY3HpQZrPFKdfxDaC6KAk,GHgeYEuQ3ENebmPubYWpyqEGmXBXwNxgm538dLFijr3M,"539,306.91354",0.05394%,$165.09
213,38VMGRiBDiLkVypSRM9yLUpDPzNshkriXJh6i57QYSqy,FQN6vsW12qBNMLMXVKc7jxC63k859UY2QxFJGnTY2VJB,"538,237.000584",0.05383%,$164.76
214,DZw7GEL5ayF6xBCBKwaFGsqgwN2wTZMwnDEwsTZoJWto,BkmYMhhw4jXo9kXPgnpzy7VwSqua8VJv6tCgoxiBykw5,"537,680.424947",0.05377%,$164.59
215,4g9XubBnHCMAu7Zzre6mR8XVDQsptKUxNxKuyniHKHb7,64sTz6PQX2MUFe2mhVgDdtq1ufFzPoDbRRPB5yFiCKbK,"533,267.66242",0.05333%,$163.24
216,2MxoLVDXNRVhmN8vxtzjXVAWm2quUvheyN3vvS8Db4Cd,H7AuHHzCZxQZPREEK38jYvC1fFy1QUvtqBrnsKnAqgrt,"529,413.405465",0.05295%,$162.06
217,G7McYDKoJma3jj3d4WhyNdeqeVqYbCL1BfaLmS1GrzWe,8bNsRQ21W72Q51CapJp2HVbq3HK82KiJHtsiuJk24egt,"528,372.072154",0.05284%,$161.74
218,5GVNACrh4jJhoWWhqYyWUWoyxB91NhjkMXoBkkWnNKXY,2YzmpMNrWia1eLwtyopYiz9nsKzCgJZAJutfdMiNTbhb,"524,706.210507",0.05247%,$160.62
219,C7hiwgERpDEDki8bVHcwADJ1XWjczLw8zRFLtz85cMj5,G4Gu4UzUg98PTC4ZjzQQctEPiwhUZCPrjoNuiAPyFY43,"523,481.450748",0.05235%,$160.25
220,AqLALUcJRg8pTEqrVXCr4N1fiZUo5YmL9hZ2PjsHmKNd,p4JWY3Xn9Vzs5xMTwyTi8YyQLA7yH9T9MsditMWoz8K,"519,600.034381",0.05196%,$159.06
221,8pf2FDTBnwuEr7fq1JS9RfN4RQy7jqjka9ABpDLEVAoG,8bcodJg9mjNefLpdJVvJbYzqyam2ZAjvP2GskAhxgzsP,"518,435.344392",0.05185%,$158.7
222,5r9bhxxXYwUHVmfUr4jzxjVDRL6P3chfU3A1ZDsm38Mn,8WUZdrMuDUYsMxoHRgBLDWF1vxnc6ThfKtwNTfouqwWS,"515,703.219707",0.05157%,$157.86
223,23LR1sCXD8CuYQ5PsgcUk6jMp7SLjMTVvMSZrh9VUaiX,EnLQP9jLTxcTqpqPEjw9FBRfLfBhmrwYgyiUP3LcFqDU,"512,950.115032",0.0513%,$157.02
224,J7WC9AnsqGWLzMiigi6paFMcpeCoPKazzCa6Rvasy4JS,EnscX57xdFAMDu72mhrWcUGDE4ip3skuGLmkvDjg8Jzu,"512,476.016749",0.05125%,$156.88
225,3LQzgZimiiMR4Rg1CYd1jieaRW7XMYiMtMFN5F5B1BcN,4QQyx1oMtbyK8mNcNk4w5Z6WBz4NXdfGe7qZiNyi9SKc,"510,491.268787",0.05105%,$156.27
226,GW3s2piNp4v5UCp2JTjQ4qxz4eaxkznmf99nCzT1uTzp,BNAXaxJyCWNdN3ZcZKCp87h2YHm2oWdU9JLmqua7utE6,"506,641.294819",0.05067%,$155.09
227,Gu3XerDr4W8S2dbENdyVSMwMb74jrBymJCmmau81BdGZ,6th7C69zGsBoq8rG8RL1ekdS3822cbCuJX15gPU4kGgu,"505,836.909437",0.05059%,$154.84
228,7j19AHz2F27WvWdQHicPGtWU97KcmFxQmFrtSXwh5h3R,CX4iU3Yii13vwe9RACErgXV1jyjXNSGDfZAivFeEcpBq,"502,201.328468",0.05022%,$153.73
229,GfduoUY2dYZZDTH7DcGgP8MTRLW1fnKTh3gtgtwDNzqd,WnMjYgTdMbny4AWwWzxckmscrX1N4UJDSZjXRgaJRpz,"500,000",0.05%,$153.06
230,8p4FzY2KRwoWzaWCuYuBXgSPDNnjr9gian2hpNwwCTFs,HxuuPm69Azv3LT7z1EFQThEqfR8FfJkvEGXMhbmoNDmy,"496,904.69392",0.04969%,$152.11
231,87HkiUeQJa5TiCznTrbvi9RpVwaLkTuJKtxoMN6gBrVP,DWyvz4qSEGkDxWmH5E19S8PnXTNEAhHg4mXvnfzbYyZa,"491,939.352355",0.0492%,$150.59
232,4ZndNPUn4Fw7e718ZdMJDJbyLWjoacA7Vy5Tj863kWYp,6RwehEr4Kp6od1vv3gdsNmdr6wQULKzf8HBbvBdcMpPo,"480,732.618709",0.04808%,$147.16
233,5LcvS7bMn6MyiRvg3W9vh6weDtfrrM4ZKp1AzQi9Lcb4,2ddsmDG5QGEYmap4LaNX3YMTo6DKDpDSZrWysWX6w6Rj,"480,000",0.048%,$146.94
234,5NHGpuWXFFMPa42t4gKM4gAXwvSqNrNQraUpr7pahvEJ,8okvAci7eCp1JCioKdwwxKoEAEKjtkbzUwUmp5LgkZ6s,"480,000",0.048%,$146.94
235,5PXvcwY9bRGtXwCYAYmuYYCyudmDj4Gx6f2xL3M7cp4F,6FTMvjgLNvjxBTWgpYFMDELtJEfFWWTv66LCoVN42v9A,"480,000",0.048%,$146.94
236,EykQctmk8u3KNhc3DM62xhY61yM8YppYnpA86RtWYLhV,BQ9KDgxa1BfsH34BxmbsHHmbS7mDzkDrGo3jYnnRqei8,"470,358.723765",0.04704%,$143.98
237,7PXrYSKpLqnEZiosPsinNLNpG1TcCwuNUynLgCEWMSjV,rbgDRBVNMsMqezv41eaniS4wuPA6W4BqECMWomdypoT,"463,917.547306",0.04639%,$142.01
238,FAPG43S2p8nXGz4orE5bvZVZaHCWrEVvrkeKCZc2TXoo,FzACcsMAHLKF1A1vSkHnYejCqk67sFdpViiWDfP9NuJ6,"463,160.860869",0.04632%,$141.78
239,kJgPJzXCrVdNK3VyDDycb2KDg7TY7sv98ngRJnk3SWN,E18s9oHZVzE6vbNho621N9iNh8i3PiN4LMSmLH3c7uvN,"458,487.627028",0.04585%,$140.35
240,HLdeNnNAy7TpQxY7jEniGz5gY6Wj9GxFR5KtcjQXEPQN,B6EgMvEXbdcP8fhEADTcBTzb3rmdHdb5pnXe5pWKVZQg,"456,986.177887",0.0457%,$139.89
241,3C7u5Nvva7VKfuxmTFLLWPecz6EuofCDz2BKrGwL8kiB,CToc4U6UwvbPubdJzchBRv2dqgL6QAeEs4pCJhdNQrBM,"440,633.124158",0.04407%,$134.88
242,3hDfYQfkKWg4X8A11Vrt5QM7UH6nj3vhf47B2jHRNh3u,9tTPY7k2rjgQsEkffS9eRyeXwSEZr3cBD6urhcuvqtvn,"440,252.429686",0.04403%,$134.77
243,G9adg7sYPLHTKqrndMKpgbCNL7dwqRn8pEGsAFZmPPSM,7x8jRD3oV2z7KFeNVLUYTK6GovtxwBzK38KntZpXsXjA,"436,074.568195",0.04361%,$133.49
244,CRwbpD2XS86nR8ZoYijVhzKCVGpjqJFkieujTQXVB1jX,ESyri1Rd5At1ews8Kajag489CaP6Dqa9UenYF9DgBK6D,"435,612.143479",0.04356%,$133.35
245,2CXbLuh7Sfau2gBQUZdDvSZVJgn3NdpJBP4sjXyRYqv2,Dup2mbVZccavxpyPie5jHteKFY2Cs5kauddL2rtnoHZ1,"433,372.937021",0.04334%,$132.66
246,A18nEuaqVqB4fsF8uDEbwY7GEUB1SPSwKLYD1m7K2idx,DnjQovKNXAk3v3xn1hdUcGNZne2dLtsjEPN8omuWkyjG,"422,086.985032",0.04221%,$129.21
247,FPmLGPckCQQ77pBypge6HLKNAaNHhDrAp3qmkNGACntN,36mCZT4ZDo5YAsPeL4tDehttGgiCwShJS7Z5iufbjZd1,"420,668.231575",0.04207%,$128.77
248,4WvH2Q5493DdhisBJJrAXEmD1hB2XVZ7emsBzCHh1vMh,6GFtTkcLqXV1kAJ3FBGzVGhdj4uyUn4h6ALe44dDasM3,"419,800.821167",0.04198%,$128.51
249,3EXF2uk4rAJBhRjiKZxE49z9Wj1RmV3DMs4xHPBvoZQU,EDFNtW5jw82cSPyHmXcRimJfZZpSrzK3sqkLWYFChsi4,"417,061.758421",0.04171%,$127.67
250,HVVqzy2uvQMUPJFa8ovEWBSKuE5GCY2t68MRC3EjZ49t,H6AU9h3iqGMp71GY5iXbHExhbWCVJVhL2o6MnoAmRbNm,"411,841.105104",0.04119%,$126.07
251,2LAwNw9Ww2Z2bvqNchroMcCnJiqj9cieDvKYvQETatBs,3L6CCzkGgVtpGMzxC2TufXt5hPRFLu8NRJBX3TD7Eevh,"409,209.555683",0.04092%,$125.26
252,8vmWGpjPgMNrV1BeGmVEywErtydBkeppttBfFeXzDKX2,G6tBNhFfxqL62mdfKcsoB7p5jkLa861FAkaDfx9XvwhR,"406,985.232975",0.0407%,$124.58
253,6UAAeL72QC5ybRdytRuqsGdoVckRX7SnfvEH4kqz9a3a,6Vbn7oGFUEAaFhLTU22RU7HNE3moCfxQHe8uqUFHYneF,"405,808.666891",0.04058%,$124.22
254,9vpJRAivyT8ZuEJPWDzDxstKXTFaKfh2vMrbUfTmRRPq,G6KnbNfYiqPVifgJv9UknYybMtBckimepXfBherUxBhL,"401,739.596408",0.04018%,$122.98
255,H5bBodJUMA6mKvbfNZUXJLF27Q4c4n5n67fhgCarzdhi,8BQLZgJcdZR9Z8Ues7u5ZDiyfkJXB1HrqHH2FbGR5tp8,"400,000",0.04%,$122.45
256,FXKQSCerTzM8JNTaX9o6AZaF7YcVSe7XtZ8r5jMEgaRA,d45qB52FkTuesdD9ZctyEBKhdncJN4PKzcD8KaPnQto,"395,241.307521",0.03953%,$120.99
257,7MtfSN7kfS4grfsX7cDVAg4GUkNCmNuaGL282hfXRee6,3LaQqbWBCeHmSA6oZAcQm3cP7refDQShXi9HZTy9M4So,"395,049.555016",0.03951%,$120.93
258,67PHGhgw1fUTNscnH2WYBHKV3ZH5jVYQtQmkLNDZNsRf,EGSpMuWYfxeArzxStoL9G5Qp9JScec5M8SgHcL34sQJC,"393,211.910382",0.03932%,$120.37
