,account,token_account,quantity,percetange,value
259,GVNjjnwNqg6hftyQTCQoUFss4iKKutBTjvjTV1Euo9bc,Bum3VJxF7MG7LwmdEMDNshADu28DkdwMfY1ZfbuyUgDi,"392,219.607476",0.03922%,$120.06
260,HtJQxCCswxRBqttUcei2NPrzCYNPR9EVdNqA6GuJT8ZG,2KpUj9zkQNsCxd5Gk7zpYr6rC2pEPaGan3ULJWv46a5T,"389,897.684829",0.03899%,$119.35
261,E5tA7wXQihbMin1FLLK5JZ9QTEXbXCcsmP15AQcDrLyG,DmbtSQqjsy3J9wy7GsYjoP6wfMGtYjRNayUpRTz4As3R,"388,543.8908",0.03886%,$118.94
262,3JBX7YAa9AJVCecbV9GPcuH3xuhfRhAVEUpKb9qfRctR,4rMZ811u7eG7NuJQ4SACRdek4FvsTQcmwUh8L1WLLyd9,"387,821.780423",0.03878%,$118.72
263,HNggXeLqkhapimpSYDeDa34P9K3DLZuq3s2wSV8ESuq7,F51nqksr3Drwkr9AKkmtWjb3cYLzhj1YNRCexBTvAPvD,"385,835.24732",0.03859%,$118.11
264,5wXaNGdYGrjorySi7Dxs4rQg1z7UrzfJpcShEnGiNPkB,ALMP9Fp3BxmTUXCQyUnDtqk7Bk9Vrjnxs7PqrqeKTsjg,"383,867.285615",0.03839%,$117.51
265,A7upXRVWPmWTqxToAA9s6BRSHnzcaS1PfXRRd7YNsDgD,BF4Ansb7iT2Et2e7Spt81doHkWHiT54sJaL7noAvfj8S,"383,450.920789",0.03835%,$117.38
266,78WzmAmWCvXsTv98xW3dyGNVEPjfmevsyVEWSNcJBFAL,3J4tQZS71voZYs5wSnKrtNHj5tktg79Z6RzwFCeHk2Xq,"382,946.266582",0.0383%,$117.22
267,2SVLmHgK6FzQu7PiQsp8Jm8SUHBb6AkDGBB66SnmYFCa,6RkpfPugt4GpN38gE64um9G6jMYSMQsoWoNqUEu43c4r,"380,272.951798",0.03803%,$116.41
268,GHjM7cwEMx6xQWDUs3Xemp2J6EhpJCXaTb6WQRXB1mR3,Ck9L4L1a3W2V5zBTSWXsW3gY59dRSsJbuHRuD9JqR69h,"378,540.280897",0.03786%,$115.88
269,14JYXgv3Fn5Ye1uZVUvUdhGW576qBzton6PkLYZyjMUp,DZDRbPbP1tfqno9qiqgtiEyYyEB6uewan8e4WC5DSqnX,"375,971.772168",0.0376%,$115.09
270,DgYwipzmpiwKza2ThCDResZVzNiBqw37h8GBsmLuiQMw,FdL6YdTo45CJ5iqw8bouAx9ETtMJVABz4XYH8QvDLHcK,"370,862.606211",0.03709%,$113.53
271,EP1uEABnMSPGW7fc9mBZMW9WTDmVseX7FtH4Z6Mp6pGi,CdR7vAJVBiZ3NCTyQtEZjoNQuThwsqesrVpafPxXhLf5,"370,314.303058",0.03703%,$113.36
272,FR4snF3NgKtrYsVLRmQkQyQBuze117tYfhCHYE7aDa6n,J6RNw7GuGPqwirbmE6TPFXYpBumW5fhjGnT6oRrZNur1,"368,845.574935",0.03689%,$112.91
273,GXPcau8bojb5jSvj6sKY6ACo1ioS8rdGAmYGw3BvJLLt,BgTDEgK7NK6bT42TbibapTNkmeSEFqwYE24S4kKB8q6D,"366,690.169369",0.03667%,$112.25
274,as3GG3Ay2eCEVdxVo1rEG6io3sZoNbnEg8dC4xm6FSw,BBrnWFxzmQVfEt4CkAzLHyaP1iQMGd293xq9Fdkqm458,"364,353.334319",0.03644%,$111.53
275,CJYE4oo4d29vparDqH7TDa9VPfnPHWEP5qNJLoYJjLj8,2mfzRJ29YzgRP2aPHjsW1UUTB1kDwKwhV7ZrTPiLUEuT,"363,471.315516",0.03635%,$111.26
276,59WdSehkwyN8dMzTTtEqFNgYv2n1Y9jWb7QVYMqrbmi1,CHDD8uJBJ7gGGki8nbGcsEcHrH7FXn4zHbYAWcXjTQER,"359,629.202896",0.03596%,$110.09
277,DsZfiBvjHb6rGVnJfsUr9SSjzyH3834TUj28mUjgA3sG,GyuhtJPKKbcMPm3RzPGKNx9vhZfjtAf7nsBKdfvNZgEo,"359,549.524228",0.03596%,$110.06
278,2ttHR5nZPYKnnePCd23cCjHYBvCs6pVSzYdjxuqDayar,Grs3xg9gSK2aXXJmiu35FjV5eh9JvkoGrYxvFCHcVEPR,"353,107.344632",0.03531%,$108.09
279,AzSw3GXSmxzLbZnDHeF1YTUR9KT7prkWj4asabTreyon,BoFrXAzHZ1678ARzFgD89jgu5gvXTvJ3P4Ynf3AgPmVP,"347,580.611965",0.03476%,$106.4
280,BSrxTGV7uTUmruQk3dSYFk2cF4Q2Febjb9GfyMEQMALz,DpYhP5WkeRsSBbSkNeNuRmR4xAQtnjAhaDTcdGHua6gd,"344,673.8839",0.03447%,$105.51
281,5bBfQwFz7wBaJgFuXoboDo7NH5fwgr1GMebbj6Hu8L4J,GJ9yJoR19bE6Gt34vkcAeECS6v9uqHC7tyb25YHrFedh,"342,393.785611",0.03424%,$104.81
282,BRF5TnZvxny6zXQ8kJMPSG9WfYhWi5xRSB2coA2dUWeA,3cLqdyGz1QFUsTAdfurCBk3w5huxKVH7YwNHou17Bc6i,"335,209.54628",0.03352%,$102.61
283,8PNVa7ik4Nbg8ygM3y6Gj1LiQAaTxTNdG8JnDTpgdk28,93gqiNGwiLcfe7X7qTnfTNVtJMkXHn9ZBAR6s9pccERV,"334,911.225098",0.03349%,$102.52
284,7r29DJ1MjW8ixTADvFNzMubAdp3bVr2N4QjKEhwG79JL,CABsBAJyNGGX6PmFq93xvmdT1bYunMwA7noqUAFCKtLt,"332,836.13751",0.03328%,$101.88
285,HYPYaWg8X1sDFhbpyCavsYFTAn23aPtvCGfHYG4A4BDH,GSsCXBjuySZ8DPyUtGrEJMMQUurwGS2k9FtFnAaHHRsv,"329,440.616052",0.03294%,$100.85
286,4NXLBpDyiTDtUm6vYJn9ziSepoqajWnpMwdJ1LuDZf94,5rRfDJK6Gz2PrW6BJSPJ8foSh4VEoE4MVixsUq6T4KVd,"325,291.345576",0.03253%,$99.57
287,3JMUcH57m5sYeaXHQf9UsmWwXPpQmMbwTJF74WCPzZ8h,E5j2SGjQMw3cz8F2aQAunxEuXzidGsgRY3bWvmnfiodo,"323,955.258607",0.0324%,$99.17
288,2v4D4TqD41wVmmCCWnGYkHMC8eAw4uSq9iGLsXmnxfYm,HGGVchqkwuFkeENjemRY2jRguvWDJZpjQwwXshtXdctq,"321,641.706933",0.03216%,$98.46
289,5MUfybTYzvvgkFxeFkumnMPCCyqzstaCH87v642zSgMX,FSephKYFPoztxHmVznLw3Ct9rhH2g4ajYnE4pKeDHC9C,"317,725.403485",0.03177%,$97.26
290,2ArtExoUZCeCspN7jpYJ1CenQjJjW6xg6W3oECW6Twjk,6PREF8yUSDRm1H656RiEAB8MtpRsz2rTUDxYtCZM1iDg,"316,512.179743",0.03165%,$96.89
291,3anZvyau5qaUbJSW8bDx3FTaq5wrvJTVbRdBY2KzDc8n,4uDjggWX5huetpCqcdj6RL5sQJupbyRZmatB2TTx3vEa,"316,342.265076",0.03163%,$96.84
292,AtE7FmgpZEyJikoieFXq4LsEuC7wwPV32mPHfPzUR5dv,HdKXdzJCbWFnRN2TYQW1LbkNpHEcvvpTzEhEMp8Lq3jT,"313,440.877987",0.03134%,$95.95
293,pT1Gwv7YSveTaYi61W7h51eERSLVyr8HeAwKgety43k,4aQ8pJMBrCju44xrfJZT1Z1wwBWvApKSrT9GQ8JVx2nJ,"310,915.672467",0.03109%,$95.17
294,H7efcntxpD8Jt1AEJ7YQH7X52wVFMYwT2bY7JUJGtmxQ,9qoM6VrLPTgLPqqQpgNrTxZ23f61hVrue9vZxULuBERR,"309,636.8991",0.03096%,$94.78
295,DuDkVBhXffC4bSACFmuartcj4Bni8f8BxzFN74AKS8rr,B3YeaeCAaoJNHRz3gsUW16HzmZ8qtTtkdXyHqxuPBF47,"306,213.877498",0.03062%,$93.73
296,4iD8QQdnWHyhv4NpmHqSLu2CYdUx3iVVo5XtXfkz4hC7,7vqs7bUgjQTyBRj6rZGbGbpDKf2PvhpcrNCunDWJ4HLy,"305,541.066805",0.03055%,$93.53
297,7rtCRWGcjEkN1pGg8TitxhHgmzwuZJ7qYZnB184199mF,4kdZoypsSEoVXEe9sbbJWDwMvubmCRCkARwUGiC3Lhmn,"304,644.302752",0.03046%,$93.25
298,8WacHt8XPZVvMTKxTvVXFsk5rEP5g6utDFRz8HLzhEf,G16JfdoZyvBtJMpk4Xi1jLxAGSSkqpA4F8as9o6gPwqQ,"304,280.546575",0.03043%,$93.14
299,7GFSqkgnHsivrWppMzGLb8J8SbXCDGQSHyvuTdfZ4YDP,7yUuDxt6NqmLj2Qmp5fAcSYC2TupaMdnRVyzaCLTasY1,"303,959.616669",0.0304%,$93.04
300,BFTGZek26a93nMkRSbCNmm97y41zNWkcpf78zgBWzPN1,bFYfts9spkzigXQxMnjGLu66xbsPsxh29wUMxS4hBut,"300,179.785621",0.03002%,$91.89
301,ECjUQbqCXVNCkVjK8TYbNKQ4vKsuMqKVhD7sEohbFHos,HzUVwWrQ6dWdezdQEhjfbukgLHDE1AFPDSAWTj5wta62,"300,002.364406",0.03%,$91.83
302,CgtxaXnuULmTxcUfcMGYLrFPMHyySk4qhYJVhgyuccdK,9PzhPrcnGjinnvFv3Lpq6RppmLh269g7HaWkhbmpdccb,"299,620.191322",0.02996%,$91.72
303,CUb64jVprXMceu6SoKHzkViAnZ4qfWNc5biX56j6SSRT,Gr5VrM82mfgTmxbaBtMjt44La98LM3FAMo4wFMdAkctN,"298,564.527686",0.02986%,$91.39
304,8t4beZVdY4mEJaZ39kdHXhXL4oTqfgx6aT2v5xogkVkk,4rBwthf8LobtgSpnWCBcYzzwCdCvobfAPqVR57sRt5yj,"284,096.539461",0.02841%,$86.96
305,2KDiXVyrhPQHjd8o7iVG5fW1yFxKbAwmEHdcPaceZYkm,BJTAckQJF7cMhz1x7vrzpa1HAuaiHUXNPchhdkeTTbeH,"280,157.594522",0.02802%,$85.76
306,ESEhKmN2uy5BfjeniZ4o391xR5vWh1yDDJatjGSZgzRZ,Ff4edjxeyGWy5Mb7qJL6g7R3ffHWatbuqSwsVDgLKVe3,"277,421.595644",0.02774%,$84.92
307,92n6A4agivCMyH9W6NyhAPdG5Pz3Xo2Ux394NWiWuQtA,8pBTUZSUPcUwhpw8sCLfGf6Hrh5N6AVcywqW63mtzupE,"277,413.603689",0.02774%,$84.92
308,2StnNNG3x8K1pcZyFTMK2G7q9CtDWuE4ic1PhSQS1y8p,3WYjN5jG3RNSBsH9oaP16GTHHDSo8UWNRZ1q4WBL1fTv,"273,412.172824",0.02734%,$83.69
309,48YSGqSfs4VKF67e9M646wUtMMUmrCrFqpUdEvMn4Bd6,6dDm3oKHU4JS4JGxdWJCX59hEJ6uzdeCtpdWR5VDBQqN,"273,353.698506",0.02734%,$83.68
310,HPQhJmBhuzHQzy7XTUZLwgqzSE4kUqRyxQNPr7xYdM8f,8Vwc3rgVyiqpozYsKdYbH4bsDphaUSDEBHjejGSmz9Ry,"270,424.4728",0.02704%,$82.78
311,3EhHJEsuDLyQnBJd92MXDXo9AZw1VL67Qz6xqBM846Yh,3XCCXoiagM7Sj1pA4F8bGwdmbrv2NjRn81eWTiitV71y,"269,394.426702",0.02694%,$82.46
312,4Zyq7KWVmEs4vZUDp9TyhM5taP3gcPrJQaQEhgzGFhXa,BCQkPag46Ai2ixBte5z4yZADchkuwyp2qzQ6ecuF9DyN,"268,384.307452",0.02684%,$82.15
313,G8fFAaU73tjNPXoJxMcAR2skw3CXYUe8Bxn7myqBrmZi,3PR1eSnbbxqgHrDXtYtqe5jKfyNAPK1nTvhhGMQDnHEM,"264,015.08777",0.0264%,$80.82
314,Fcm8UqVNqAJKgdAxktySvrGbiJu32eXVFDZ8qQtgDQp2,G7tQGF2cGBvVDwxHNmtp7SAPtWJT9zT67PxXW4PLjqbL,"263,846.042783",0.02638%,$80.76
315,BEoUsrDG9k4UtsodTxaw2XsepXrF1JcBfgsjBtMHRkb5,EBV4uNZvkzANUBBvjw2FobD4htYK5JfPUM91MPJdxXkc,"262,537.236972",0.02625%,$80.36
316,GQrR5grFdo2brB6bVVkER3KMhigoCMb4bRDJvkJ2QUN6,DstchQZ5ac3dpfvsTUywCRCgmkgZvjckcFbNYX5p2wm7,"261,923.90568",0.02619%,$80.18
317,DKTZsRgkWi8tRPJk2VhDMeCXGfChKN17qt1nSPKGTgHR,EuUmweV5BVq8Mz43wcDpPUBwGpJ8w9CNuG76fgqYknVs,"261,723.522633",0.02617%,$80.12
318,BACRsNEkG9vjuM9DyWbcxeoKesQhUrMNsfGDXyb5qRyW,DSJBz6hGsv8PMkcjnCtWnr8NSxQ99AgksqjcF1svop1V,"260,044.029902",0.026%,$79.6
319,AYqUztdCDNgFD9DT7i9vZB7YBimqPnNfCbcTRjwmgthX,FyY2J6CMPNihxa1fmYjA1R1dqBViVPt9X2iS3MSAGVx5,"258,882.999641",0.02589%,$79.25
320,FqxHRSvACCdYYbW88MkpG8zidSu88Max4zhCUZnvpHx8,J4ja6hhdmux7qGMs5rS15Er8gUJWEthWWquMLbUnM5xb,"257,803.352199",0.02578%,$78.92
321,9MUHZiShTFGN6vLiUxEMUhYHGfVqLHCXgR98hjjMkNmb,HSqm8bwc9tSizYo9wop4MvN8UJGoHVW7hq6wWB5oCuv4,"257,561.804996",0.02576%,$78.84
322,2xvrBEuDivSYPzU8ZJWYZV21Y8xk2hxMiq7vi7MdLmc6,Am5JCiYtSUqy4PuBJ5xvQaBj4WQhqTXP6WWgpQNw63bc,"256,454.144959",0.02564%,$78.5
323,3RUM5NXCU7YYNeBAzM1JnmQei5WZLKTvdtZ9TjuKZzWi,FSuFcyVswaZFy8nsbKP4hFa9LLvvVu3NUr4nEM6Nc5n4,"256,237.667919",0.02562%,$78.44
324,27NtMqiGN2WRn3JNJC4uYWBrizAhx7kzSF1bUThPDcbF,59mawdSfDtuSfcM4t6sqMsX8rLQeayHHqRdxoUdKsjew,"256,036.446776",0.0256%,$78.37
325,5fbGqYZHvAEvKrHmFS6bzJeKJC7H6VgQoSsPiDevdPe8,2PU8bXrCv98o9cVgt7EiDqtT3bHmYAvhjGnWsLi5Zp2k,"254,637.122395",0.02546%,$77.95
326,244NZJJWguFHHTmfAi83qCwk3urWKQB5fQcyXQuagwx3,4E6NVVf9n72vVEQrXj2q4FmFXYU7p1JEzJ3MrvtzMkuD,"253,199.252415",0.02532%,$77.51
327,9kEWEfShY71QEGKskacQgLrdLFJPhYsDn5xW2K54sUGD,9k2QA5Ew1zueNNQBQ1VE9FBLFVRETzfC51uebeUUA3V1,"252,629.161012",0.02526%,$77.33
328,49REgy1N1Spiy6c6sNrxRVgTQm4Sqwzz2uVTKW89GarA,6LQ1xu2ZwnuxMfmFWF3giidw6WCTdr2wjMvVcs1Q2esj,"252,344.131438",0.02523%,$77.24
329,CjTyewNpWUu8x4Jeamw3qhiXTh1zvzpo3kcaxfwfDTVJ,AwfJtnoaGGJpQUp1cTW2JxhYi3SUikUTu6Kc9wST4WFM,"252,342.011496",0.02523%,$77.24
330,BHXNZtuCTGnLFywpgZHGygey3s3M7Cziw3pW4Spy8zDq,5xbhsBfKXiY9npLkRC8Zg7TGEoRs1KsExdy4SyhmsLc5,"250,563.868975",0.02506%,$76.7
331,2Stv3aTaq7ARYbL3FwxA4tPh1vem1h1fHoeNVYZ1bgGj,8kbddA3C1Mccu2xnKK4wQD6LNUJg3TMwiXW2Qb15GRaE,"250,389.329088",0.02504%,$76.65
332,4E4eoG6P3FVu4csswj3gqJjfWK4Qyp9zN4AJ4nNhiz77,4zdehUeHtGKqRPBz3AAiFx4U5KEjdSmp5WbCCDx6uYWB,"248,897.538507",0.02489%,$76.19
333,By4EoJXssFkhTNDwCeNDeZEiiCdXZDdPvakvJ4Uci8Ya,2dhdW687ELeBP6GtVJQ5K2eJfxQS6aYQxXUWf1ffJsXr,"248,127.792124",0.02481%,$75.95
334,8zxRmESobyduRekHazC6cUTeLjhxojpxKoszDwHACKqb,D4TqixnXiYqeqF1xrghhC25fMCp6WEPQvWcS9jF46EhQ,"244,383.131207",0.02444%,$74.81
335,92xDF6cEU877QCKrFXnUSS5gA7mhoLnBy1ug5wwsmBBS,H2A3Qx8tyZeEMAgQF4kE33BDDSjXDHAAXHEu1RH2gvwM,"243,953.748618",0.02439%,$74.68
336,Hiwx7k3nbDbjWuusLq7ZKZXFE65VdjcW4z5RZjFzvcc5,DxrC1T9rhwGZdJRdbLEkJwUsFh1uPL7iiyUaxpNgf7D,"241,750.974405",0.02417%,$74
337,FhPPFdJSahvntnmwPzL4Rb1PKMNd5SnAi6L7S5Q1bYQT,7ywRqMRE8cye65CBgfbFgcjvsv4XEF5FF8g2Z9XiN61b,"241,197.254739",0.02412%,$73.83
338,DUiYZdEKb2sLpF5g13F8pyWFYcBstyfJkZnd73P3T59Y,4oyyDJvkyt3vH1wViYtxdootDEW5D7Gcnr9Aue4HF5Rs,"238,553.17216",0.02385%,$73.02
339,ARjWU72sDSjpqbRngMENLyob5mXXTvYMo6uKCZMHXXBZ,75i7UdCY4CwfScoCu4mqYKSLe6AjBUGK3gVVobiDnMaX,"236,328.793169",0.02363%,$72.34
340,AgVpg36zHbviQi4XUZmsQ6w5pUsqYx8qnJd667VjpiSn,GsMSfMw25sXuhL9sNSWkfEKFgcpbEmCDLxBJeje6q6kU,"234,628.333878",0.02346%,$71.82
341,4RGJKCaJtTfLAcKqNu716Vdgb7RckSzWXUEjgwB7cgGV,EWDs8JV1T64gWc3V8WgXnGfq5aW4UG2dfeCFbBKnszXF,"233,488.27251",0.02335%,$71.47
342,2Kjaww682LMvb8cYPJ5He3itTmQASYxqCUm8kGBVYUTV,79qrS5EdB887V65Fm8RCmLyx4XY3fRQJKLkvH3a9jHAe,"229,646.036512",0.02296%,$70.3
343,5SDAU5gNL5vxF1mS1FFNRfWzoiSPVSwrs5eNB3Z2Zprv,CZkoCycM39Cefpo7dcBQZpjhorvDhPzMJeVwFWNgVePe,"228,482.125887",0.02285%,$69.94
344,B7AXqkcCeYpYXfrBH33JbBmtmLDQ8gGLErP6ch3jWCk,28wqT51tq3bzauDMchaCTaNwYgT8Az2F4ByuRNpasXwT,"228,427.42027",0.02284%,$69.92
345,GTHLN2vgAeAjZwgMofNkwETfBsHbgDwbnjBmuFkE9tt8,BgfrDg7AuJd7kbMKSDTwA335G4Q48JvEYpgX91pf9Sjm,"228,096.434601",0.02281%,$69.82
346,DWHUU8AnQMVLXkihYrwFypRae9qmGPCJxJnGB9yXf2ew,8mWpGNRxDecbpB7Eds7x9He3ZjE8tjDLYbYMzYGaE16K,"222,853.32291",0.02228%,$68.22
347,EuThLP4P31HYa1Lp43eDzipzDFPsubStbhX2ZVs4N1Ah,7F5H1mSKLMEF7JodrNef5rpNW96UJzD8kUCDPZjXDi4h,"222,177.499333",0.02222%,$68.01
348,BQmWXhdseeEBo6LtMCcg8QT95ctMgLVH6qBVFUieDPBu,GFtgxHyKpGJE7SpSN97FuoXiyqKdv7XBCG1xtnQNcNQS,"221,255.485529",0.02212%,$67.73
349,6SqFfRS218KJCWg3eakpRsVt3XDYuM4QTjMC4eHmRGKC,CCb811J6HMc3zvyASJiYthM4Ko4oEGcJLxYTP94jPCaA,"221,000",0.0221%,$67.65
350,EaBLT1ExGw517DfzCGaUqiKfZVMk166nL2rYdZ9ogs63,9Uaqen2aXC7wJWNi5jbQo5RjpSpeMgwP12zkdbM5JtWN,"219,932.981817",0.02199%,$67.32
351,BBLByNj8suYCNo93uSgpzqWei86DMbmA93P7Dz2gyS8b,FQMCNfcoPAPykduUWXSxK9g2A7TnPvgVBg2dPyeBb991,"219,745.814167",0.02197%,$67.26
352,GS78jovofuiogZXyjTAM9McpakQXtbfnFoitJedAzmK6,DNwXFXmCqF7vVD3o8ucV7AFsgvmQqDfaMMPC9Epdv7Sp,"217,689.64943",0.02177%,$66.64
353,ojw4naf4m7743d3RnnTJpFEe91Rqi3HSuJcY2gU8GY4,CEMZhpFqgv6QGfSLg24m39hX7rwLZTPQr6i12LGrynY3,"217,125.431522",0.02171%,$66.46
354,7vuqARUWxL5TWwroH5MBBTabiP4UhodyoSjm3FZrH36g,C3JayJa2BmXS1ynDSW3eF8nWWfhjr15ixS3aGiAzgqwV,"215,325.262519",0.02153%,$65.91
355,E9bMQHQCdr8tFLo2CCcskRnqEHx6X6E3YCsof2kSjm4i,3xNikrDsqsJy4FAnoVENxpDqmNfVQu5wHYHUmSGvZALg,"214,356.095326",0.02143%,$65.61
356,6xtdKj1epMniARd7k9duwMZkPMH6rgBCUxSYbrkAe4NC,Hnxbhk3bGSL9uhMwK2n3datQHG8r6RKFQP3P4P6FTp9k,"214,352.754764",0.02143%,$65.61
357,93J62jDNjreYsQRoYm65va1njQoffZ2QXcX4hCnXk2mP,D9SdMq2eAu47eTtai79cRybhsFW5gNfQ5iuos9NP8Rcs,"213,075.196122",0.02131%,$65.22
358,ETG6Aek6gAzaLUSaTJhGSVij8uSagN19mrrr1ZQPBbTZ,A51fC8CbwPosHafisQUmS2wC2uKwE7QdnxC6Du76TLzR,"211,877.804375",0.02119%,$64.86
359,Dm2vGkQeWjeoZWudghqkMKmmAour1ScUvt7z2zS1PgN3,DdgPBBLziravz7fvmRjDQuf478NTk7dSnSYNrZPZ8Xee,"210,611.350907",0.02106%,$64.47
360,A2ZMrF4QKyY4vvtobs9eRJs2BuLmiGDJhLjNE9aFjg7U,68F1hzNZyft9o7NC4ZV1jM53gzmntmWDLXUYfYvgniBR,"210,391.697436",0.02104%,$64.4
361,9Cmr9pqNHFNdSSqViPgYJGogk8mi4xfzkc435HKMaAN5,4iVKB39YjZfD8XbbYMtQdfwVeYmBXRoNeGo9frXi8m71,"210,384.028545",0.02104%,$64.4
362,3MM4p4dAKeMq7BMDdu18uVyCa6WEJzUesttSxaCpjU6t,7BQPBat2YdrhHt7GrrYFkGURDeKCsvah5MMwKUMtJef6,"210,275.507602",0.02103%,$64.37
363,H8dkcVae2SSmmHV3KU3g51YiVXK2rGZv1qYGSjL1bBUV,5Aokg7exuHsc1sKhPpQSQQgCjCkUMxGgYYyt2HSB5rZY,"209,230.104081",0.02092%,$64.05
364,GjcNJ1Yc5uRHsLqnU7SipvZgBchBG8Pr5jbQpeeKCnut,HpQjwFFMWCTJx2L7GmodLEvn3qkm1aGr1kWPzVxyqyrt,"206,590.590128",0.02066%,$63.24
365,3ngZBQEaV6MwHAzWyiGaFk5HU4Yh43pbgxa6bMFenFv7,Bgec8KjHeuEYNpYpVsQmVvWgPaKYpxmDQjjgAoBrPHKK,"205,829.926025",0.02058%,$63
366,GniVKviEiZd9wHm9EgM7UGcJq311SdtLmowqpMgwY1y9,29UpCswCLiDQBrEVEFRk8XveKCHeFxBgMpEVFFKMfYVF,"205,256.025014",0.02052%,$62.83
367,6Eys4qkDRY2J8UosBrd1cwr14ND6h4xF5pH63kZx3XNb,6zoLZrZPcUkKJdTC8cZJmMALZMVgdBMUZxaJbCDh8UxE,"205,161.995834",0.02051%,$62.8
368,9dhki6CX83yUaib61LUewwpnxa74kNQJd5stoD8yfxt1,3ipu5dfa9bLSyvdx2Sq7PKPoqCgyACtaTDo92JvmBnQN,"204,171.227239",0.02042%,$62.5
369,BNxA6bgLUZWrQBu6yfKz7KnJY3FDVxkzSArjftqgg65j,A1mmhFddZ7vQsV21P64VbFq7MZazU9q54fEyfSYKjhMY,"201,727.580219",0.02017%,$61.75
370,51Nb2ujUrPhUVanX7Hnw2xP26JdiLNSGz8Hzu1BFQS6X,4CLpBFjh19vkM4B3UaMGJ2ZrSHDUhS6Xvt1Ku5QK26SW,"200,851.803159",0.02008%,$61.48
371,FJ1UNfHUnSrxTmynN8tkcD4u9WDcpN3DWHCxxxKGLjEB,B3brWJb9bPTgzibXDmcorV4x6RA85PjpXoDik8ZJwa3M,"200,831.460018",0.02008%,$61.47
372,9NQXE7iDoi7hQpCbewtfX5fdc9ewjMnn8CMo2QVjpLVR,3v4PGg5SBccRCvWEcj1n4o5q2KdhK31ThRJ26zGHDzXK,"200,816.178145",0.02008%,$61.47
373,28KNixim9SwQaHZcLy2hDsZMg8fnWkT2kF2kJZzoFdBU,E1MLx4Na9vG4cWnLaEwRX9Qbr69LGfYNC2jsYk58zNFt,"200,000.18",0.02%,$61.22
374,GRsV6P9EUCTQbBLaSBa34EmwW1phnBsK9gu67nhhFMpW,CEbNVxfrqMn2AbeXw3iivYsuXm8aWtUdkqigZEkdBY5j,"200,000",0.02%,$61.22
375,AKTWTEn8yzcbGJtdcsC3WKHq2cGm2JtVT9wsKm9NuXcM,2XEAQaQuC91ow2Q3TzLtWTJLvkuUaKNWMfFms3YnLBaB,"199,704.694782",0.01997%,$61.13
376,ExiqYfGmudgRZFTaFtWiHrF3puzHuNdRiPFc4Cd721xH,FGtMxTq6v8ab21DcYDmQ4hic2XJSjSApb3DLF1uvQ9wA,"198,997.348833",0.0199%,$60.91
377,45rrrnKQnGRq53FhVaQxdqzrNASS5WYLuq47foqzYsf9,9M3wU748h176aDfwapQNby75qEFnMHaaYDZYPuXVCNBR,"198,858.979212",0.01988%,$60.87
378,5bwn7TcFZMSU2nGgEtm1UM3Pz5F5BiSgw9E7EnRiEAz1,4cFAkkjRXsUZ1YRAo5Ad3dhuDzCP4kaHy18ENWC9vBFF,"195,846.425094",0.01958%,$59.95
379,GDNoLJGtDHdNHAAx2vrjV6fymEuCU1eEh71QFnYAM3k9,BzKGpR1n3q9ME8ZNDUbRfxpGmjhBYYzyj6B6BCqaRAKx,"193,811.64176",0.01938%,$59.33
380,6HqCE9rUDoociLKkZcJ5GozL4QNX1j55VuSREaNRXz4k,rLTmswDhCPLkNgB4kFx1Ph9x4UeiYbDvnFcG14ytaLy,"192,962.139462",0.01929%,$59.07
381,8vZVTUWhiHPrRbmsQs1k7PMEWuokPjKTQx5kDKnF2XPt,29cKjNMMwUX1qobjiq4JEKxz4pCZ17gjY3yy1rWzPHFS,"190,865.761711",0.01908%,$58.42
382,BGJtE5FHd4wiEmbC6JM4xzeC36BjjpQLPguiHaDYcDdQ,HXtSKy8wDYJa83Rcj85p9CBWgDTZcFymZ2W9EQr6EJAh,"188,952.232875",0.01889%,$57.84
383,66zXmM9Ga4JLr3My49qrKT1riZxPiB7yXSK7y7Betr6D,6cbiQdjzpvX8GRasVkdaM6d3TTuPAHJ62XVjd94hGe1w,"187,106.592114",0.01871%,$57.27
384,G1BjdoqoTK6tzC7ELZhjqKAzYD8wdQ7LeWe6aKdMtoMi,AtPrgY31y65exr9DsyjaF7FgtPz2mSnD3PmfNUCghbcY,"186,099.447664",0.01861%,$56.96
385,2YJzmrjZEeKSSxxsqm5q9f4zyNnLNye5M2Hdopv1Bufq,AFDiLMiNF4DsSuqEfiesVNCCTj5Kx2ANRaaKXzEtEyda,"184,552.628334",0.01845%,$56.49
386,EWT1twn1xSNgZNwgqDgwDa8Lc1urtwKQYWYKW9sZBxg3,2m7FAGLY4BBTRdVjt7cuKRkkmgGKUr9GU21VwDbuQuH2,"181,443.580866",0.01814%,$55.54
387,8ZzGszRovoryChXHZpsgkDxNyM2YeHjkQaGTBRCh2AJ3,D6io8unwZG28yMUJxjbnbyXGocfmDtaoX3iH2ce97Yqi,"181,267.7869",0.01812%,$55.49
388,9tLLznuW5jSDNXJNDyowyvfvkxt14H5S9t7uaBzJqeXP,5LEtfcS5sw7Vqj15W3NT8hfPkpjxPFcybULRD2nLtv3W,"181,094.288997",0.01811%,$55.43
389,8yrSE8b5LggBgV4d7zDobNmSfrHZY21UNoFWp1uybJv5,8zndLXTZmSUGc57UPnC2gA3VJisRBbtvaEW9hzkJbLFM,"181,073.134541",0.01811%,$55.43
