,address,quantity,percetages,value
284,0xbA24FB04b07006EF633d58FC95CF8347F0BFA1D2,"1,243,760,505,704.184338911",0.0012,"$21,566.81"
285,0xbA24FB04b07006EF633d58FC95CF8347F0BFA1D2,"1,243,760,505,704.184338911",0.0012,"$21,566.81"
286,0x50039Cd5149A89c9E3d6C9F24F0BCBe081E291C2,"1,242,887,782,250.415719186",0.0012,"$21,551.67"
287,0x50039Cd5149A89c9E3d6C9F24F0BCBe081E291C2,"1,242,887,782,250.415719186",0.0012,"$21,551.67"
288,0x589e7020267bd1aC1CAf0A41EB19922cF4dA6894,"1,229,061,503,009.960007778",0.0012,"$21,311.93"
289,0x589e7020267bd1aC1CAf0A41EB19922cF4dA6894,"1,229,061,503,009.960007778",0.0012,"$21,311.93"
290,0x2a2BF4514e14BcA04dC46091f70a9833917c4DE1,"1,196,594,758,248.679789319",0.0012,"$20,748.95"
291,0x2a2BF4514e14BcA04dC46091f70a9833917c4DE1,"1,196,594,758,248.679789319",0.0012,"$20,748.95"
292,0x0F0ade772Ef1A79FC5B996ba27F837eF9562570f,"1,186,870,365,026.628257868",0.0012,"$20,580.33"
293,0x0F0ade772Ef1A79FC5B996ba27F837eF9562570f,"1,186,870,365,026.628257868",0.0012,"$20,580.33"
294,0x5847901a909a8cD0043c68B40c47F0726A6e4e6f,"1,167,253,782,842.596959436",0.0012,"$20,240.18"
295,0x5847901a909a8cD0043c68B40c47F0726A6e4e6f,"1,167,253,782,842.596959436",0.0012,"$20,240.18"
296,0xeFE880C6BB2199851Cce458a93BFe82C1263CbD8,"1,160,161,207,818.762881379",0.0012,"$20,117.20"
297,0xeFE880C6BB2199851Cce458a93BFe82C1263CbD8,"1,160,161,207,818.762881379",0.0012,"$20,117.20"
298,0x93C3B07D92e1B97aC368F1a88296Aa13904F75aC,"1,153,102,784,147.517445106",0.0012,"$19,994.80"
299,0x93C3B07D92e1B97aC368F1a88296Aa13904F75aC,"1,153,102,784,147.517445106",0.0012,"$19,994.80"
300,0x7e9c656d2D84148F2D27a6A179f6C165C4feb9E7,"1,150,827,034,978.746150307",0.0012,"$19,955.34"
301,0x7e9c656d2D84148F2D27a6A179f6C165C4feb9E7,"1,150,827,034,978.746150307",0.0012,"$19,955.34"
302,0x19AA8c8205E2D71Ec52a41b514DCbae933785F9c,"1,150,000,000,000",0.0012,"$19,941.00"
303,0x19AA8c8205E2D71Ec52a41b514DCbae933785F9c,"1,150,000,000,000",0.0012,"$19,941.00"
304,0x8Df61Ad8e845C4fBfc5A9aEF9bB387111D3D6407,"1,150,000,000,000",0.0012,"$19,941.00"
305,0x8Df61Ad8e845C4fBfc5A9aEF9bB387111D3D6407,"1,150,000,000,000",0.0012,"$19,941.00"
306,0x12ADF5561BfB80aC3cF15A5F2ce7129e5036Bd6d,"1,131,332,953,767.118165164",0.0011,"$19,617.31"
