,address,quantity,percetages
723,0xC96fC9464C62FAf4edB3dbA78364E56dF24d465e,"91,557.949446981384000489",0.0092
724,0x90579a46D7F5e8d35A25a318322E921d3509DeeB,"91,313.80021032828469976",0.0091
725,0x42A34b9c49Fe98759DaffE3E8873F7BB46b8C214,"90,827.232029269954764421",0.0091
726,0x19fFfCa01A59C7e58803729661779C922E49a385,"90,234.825780297504379044",0.0090
727,0xc4791e5FbB8641Cbcf0275fb86FCA6c405EF3d63,"90,010.15894729945044261",0.0090
728,0x256dC0A5aec5702d1FEF6F82b0Dc88f2A1Dbf1b4,"89,610.601017797537194434",0.0090
729,0x9Ca32345ba53Cc89748a21B7C8215447d88f411D,"89,599.042516103981860443",0.0090
730,0xa0be4082325766ae6f1E46Bf8F17eFD6F9877DD5,"89,543.944429788365971956",0.0090
731,0x6cFBcA3f15788fc4026B4716E3fe5b69431a7Ceb,"89,314.560009992594953495",0.0089
732,0x6222418878f791258F40240B9d9d4a1B8978B02C,"89,106.282939053095540184",0.0089
733,0x2cb228074a49a032fF0B8f2d357ab5b6EEfe6752,"88,901.370597422211855796",0.0089
734,0x88f8986B373640e5f4501D88ca2C78De553A9301,"88,800",0.0089
735,0x85dddd5845E149Ac7E3F390B6eeCf1C6a47dD68c,"88,290.226015458194869349",0.0088
736,0x137D418aA903B164e2423985188B060BA90C7De4,"88,148.374234039522865288",0.0088
737,0x5Eea64F9D79520AC73e2A6D06c486C8BAb302653,"88,091.959873962425466302",0.0088
738,0x46695536056bdaa49EdAE1126309D526Be01E8A3,"87,542.519486013999382876",0.0088
739,0xAc8bfaD001575d7ABB56A52e70c8A45Dc472d9A1,"87,258.547463930678225139",0.0087
740,0x0Ac39209b7cC907399a00fCaF56569e0525533c6,"86,841.843706985058880162",0.0087
741,0x67EC9A654bfb0a97c3e3295C65074db6a8Ec55fA,"86,832.9672027158569092",0.0087
742,0x77a731B14a7Ee5175c185035D98414Ce7f44b6bf,"86,761.233955679473846291",0.0087
743,0x9539090C3dB41ac73010115Ef001CaD9E75b60AB,"86,565.013490916495638913",0.0087
744,0x4AF764a131956e17D7E2F54a4BEA0e5Fb86e14f9,"86,538.846746405705955359",0.0087
